nr;nume;prenume;sex;localitate;sediu
307;Corbu;Vasile;m;Paşcani;str. Eugen Stamate bl. D2A
308;Popovici;Florin;m;Paşcani;str. Eugen Stamate nr. 6, bl. 11, parter
309;Guţu;Adrian;m;Huşi;str. Eroilor bl. 17, sc. A, parter, ap. 3
310;Pop;Ioan;m;Tg. Mureş;str. Bolyai nr. 28
311;Olariu;Titu-Traian;m;Tg. Mureş;str. Borsos Tamas nr. 14/A
312;Giunca;Maria Cristina;f;Tg. Mureş;str. Retezatului nr. 13
313;Puia;Romulus;m;Tg. Mureş;str. Busuiocului, nr.4, sc.C, ap.42, parter
314;Szekely;Szabolcs;m;Tg. Mureş;str. Bolyai nr. 17/A
315;Hurubă;Eugen;m;Tg. Mureş;str. Bolyai nr. 28
316;Olaru;Titu Traian;m;Tg. Mureş;str. Borsos Tamas nr. 14A
317;Kenosy;Adrian Zoltan;m;Sighişoara;str. Hermen Oberth nr. 37
318;Corcescu;Horaţiu;m;Târnăveni;str. Gh. Mănoiu nr. 3
319;Roga;Sorin;m;Reghin;str. Sării nr. 2
320;Olteanu;Radu;m;Reghin;str. Petru Maior, nr. 42
321;Sarig;Attila;m;Miercurea Ciuc;str. N. Bălcescu nr. 2/12
322;Szilagyi;Erzsebet;f;Miercurea Ciuc;str. N. Bălcescu nr. 2/12
323;Cotfas;Marin Cornel;m;Topliţa;str. Miron Cristea, bl.D, sc.1, ap.1
324;Baroti;Pal;m;Gheorgheni;str. K. Lajos nr. 18,
325;Biro;Mihaiu;m;Secuisc;str. Tamasi Aron nr. 12/7
326;Şooş;Ştefan;m;Tg. Mureş;str. Bolyai nr. 28
327;Rădulescu;Remus;m;Ploieşti;str. Toma Caragiu nr. 7, et. 2, ap. 6
328;Matei;Sebastian;m;Ploieşti;P-ţa Victoriei nr.9, bl. CC Sud, sc. B,et. 1, ap. 19
329;Trifina;Elena;f;Ploieşti;P-ţa Victoriei nr.4, bl. CC VEST, sc.D, ap.83
330;Tănase;Laura;f;Ploieşti;P-ţa Victoriei nr.4, bl. CC VEST, sc.D, ap.83
331;Divoiu;Maria;f;Ploieşti;P-ţa Victoriei nr.5,bl. B Est, sc. G, et.3,ap. 101
332;Petcu;Alexandru;m;Ploieşti;str. Luminii nr. 2, bl. 30 D, sc. A, ap. 2
333;Huideş;Elena;f;Câmpina;Str. Doftanei nr. 18, jud. Prahova
334;Frîncu;Mihai;m;Câmpina;str. 1 Decembrie nr. 19, bl. K 59, ap. 4
335;Roşu;Cristian Cornel;m;Câmpina;str. 1 Decembrie 1918 nr. 15, bl. R 59, sc. A, et. 1, ap. 8
336;Negulescu;Emilian Mihail;m;Vălenii de Munte;str. Aleea Alunilor nr. 1, jud. Prahova
337;Roşu;Ortansa-Adriana;f;Vălenii de Munte;str. I.L. Caragiale nr. 3A, Munte          et. 1, judeţul Prahova
338;Mihai;Ducu;m;Târgovişte;Calea Bucureşti bl. O 1, sc. D, et. 1, ap. 2
339;Deaconescu;Adrian;m;Târgovişte;str. Radu Geoglovan bl. 51, ap.  2
340;Stănescu;Mihai;m;Târgovişte;str. Avram Iancu, bl. 37A, ap.  2
341;Bivolaru;Margareta;f;Găesti;str. 13 Decembrie, bl. 49, sc. B, parter, judeţul Dâmboviţa
342;Gruianu;Viorel;m;Pucioasa;str. Libertăţii nr. 1
343;Ştefan;Cătălin Cristian;m;Pucioasa;
344;Pavel;Bebi;m;Sinaia;str. Republicii nr. 26
345;Marin;Florea;dk;Răcari;str. Ana Ipătescu nr. 88
346;Scurtu;Alexe;m;Răcări;
347;Porojnicu;Adrian;m;Buzău;str. Obor nr. 53, bl. 11, sc.B, ap. 2, parter
348;Popescu;Adrian;m;Buzău;str. Ostrovului nr. 14
349;Rusen;Valeriu;m;Buzău;str. Unirii nr. 201, bl. 1, sc. B, parter
350;Cucu;Lucian Ciprian;m;Buzău;Str. Unirii nr. 201, bl. 1, sc. B, parter
351;Ailincăi;Alexandru;m;Rm. Sărat;str. Principele Ferdinand nr. 25
352;Clinciu;Gheorghe;m;Rm. Sărat;str. Principele Ferdinand nr. 55
353;Nicolau;Iulian Nicolae;m;Pogoanele;str. Libertăţii bl. 6, ap. 4
354;Galea;Cristian Viorel;m;Mizil;str. I.L. Caragiale nr.5, sc.A, parter, ap. 4
355;Dumitru;Florina Loredana;f;Moreni;str. 22 Decembrie nr. 57, bl. 160B, ap. 27
356;Popescu;Virgil Paul;m;Arad;str. Blajului nr. 2
357;Păsculescu;Horia;m;Arad;Bd. Gen. V.Milea nr. 41, ap. 2
358;Cârciumaru;Gheorghe;m;Arad;str. Avram Iancu nr. 5/6, et. 1, ap. 10
359;Viţan;Ştefan;m;Arad;Bd. Gen. V. Milea nr. 41, ap. 2
360;Horvat;Viorel;m;Arad;Str. Blajului nr. 2, et. 1, ap. 9
361;Găluţi;Alexandru;m;Ineu;str. Republicii nr. 26
362;Gavrilescu;Magnolia Maria;f;Ineu;
363;Bosneac;Lavinia Maria;f;Lipova;Str. Teiului nr. 18
364;Nebunu;Nicolae;m;Reşiţa;str. Corbului, bl. 7, sc. 2, ap. 3
365;Modâlcă;Gheorghe;m;Reşiţa;str. Petru Maior nr.2, bl.800, et.1, cam.122
366;Ciobanu;Gheorghe;m;Reşiţa;str. Libertăţii nr. 46A, et. 1
367;Ţimonea;Mihai;m;Caransebeş;Str. Cloşca nr. 3
368;Dragomir;Daniel;m;Timişoara;str. Palanca nr. 1,  ap. 3
369;Jurchescu;Cristian;m;Timişoara;Str. Ionel I.C. Brătianu nr. 1, ap. 4
370;Munteanu;Doru;m;Timişoara;str. Griselini nr. 1, ap. 5
371;Opriţescu;Bujor;m;Timişoara;str. Ţarcului nr. 1, ap. 5
372;Todoran;Sorin Marius;m;Timişoara;P-ţa Ţepeş Vodă nr. 1, et. 1, cam. 3
373;Milici;Gheorghe;m;Timişoara;str Dr. Russel nr. 2
374;Marghescu;Anca Lucia;f;Timişoara;P-ţa Ţepeş Vodă nr. 1, et. 1, cam. 5
375;Matei;Sorin Romeo;m;Timişoara;P-ţa Ţepeş Vodă nr. 1, ap.  7
376;Matei;Alina Ioana;f;Timişoara;P-ţa Ţepeş Vodă nr. 1, ap.  7
377;Huţîu;Vasile Constantin;m;Făget;str. 1 Decembrie 1918 nr. 15
378;Blajovan;Nucu Tiberius;m;Lugoj;str. Ion Huniade nr.5, bl. 5, ap. 3
379;Furdean;Mugurel;m;Lugoj;str. 20 Decembrie 1989 nr. 18
380;Mereu;Cristian Petru;m;Lugoj;
381;Sima-Pinteală;Ion;m;Caransebeş;str. N. Bălcescu nr. 3, et. 1
382;Capotescu;Ioan;m;Sânicolau Mare;str. P-ţa 30 Decembrie nr. 9
383;Ţerei;Simona Elisabeta;f;Sânicolau Mare;str. 16 Decembrie 1989 nr. 7,  judeţul Timiş
384;Crăciun;Cristian;m;Deta;str. Victorie nr. 58
385;Chersa;Pantelimon;m;Oravita;
386;Buduşan;Mirabela;f;Chişinău Criş;P-ţa Avram Iancu, nr. 1, judeţul  Arad
