nr;nume;prenume;sex;localitate;sediu
157;Raportoru;Georgeta;f;Bucureşti;P-ţa Alba Iulia nr. 8, bl.17, sc. 2, et. 1,ap. 25, sector 3
158;Ştefan;Viorel Dinu;m;Bucureşti;
159;Agiu;Iulian;m;Bucureşti;
160;Petre;Cristian;m;Bucureşti;
161;Duică;Claudiu;m;Bucureşti;Splaiul Independenţei nr. 17, bl. 101, sc. 4, et. 2, ap. 59, sectorul 5
162;Dumitrache;Bogdan;m;Bucureşti;
163;Ichim;Viorel;m;Buftea;str. Ştirbei Vodă nr. 55, bl. Vila 1, sc. 2,et. 2, ap. 5
164;Benescu;Cătălin;m;Buftea;Bd. M. Eminescu nr. 5
165;Dobra;Camelia Ofelia;f;Buftea;str. Oltului  nr. 3 bl. 4 sc. A, ap.2
166;Voican;Mădălina;f;Buftea;SUSPENDAT-cerere
167;Balica;Marius Eugen;m;Buftea;
168;Milea;Anghel;m;Feteşti;str. Călăraşi nr. 402
169;Nistor;Vasile;m;Zimnicea;str. Cuza Vodă, I. 10A, sc. D, ap. 4
170;Impungerouă;Nicolae;m;Videle;str. Primăverii bl. C 6, sc. B, et. 1, ap. 18
171;Mihăiţă;Marian;m;Alexandria;str. Dunării nr.145 bis, bl.H127, sc.A, ap. 5
172;Horovath;Sorin;m;Alexandria;str. Dunării nr. 218, bl. TR-B4, sc. A, ap. 2
173;Niţu;Ion;m;Slobozia;Bd.Cosminului nr.14, bl.T 3, sc.A, et.1, ap.7
174;Banciu;Constantin;m;Slobozia;str. Cuza Vodă, bl. 17, sc. A, ap. 1
175;Constantin;Radu;m;Urziceni;Aleea Grădiniţei nr. 1
176;Bărbulescu;Constantin;m;Bolintin Vale;str. Republicii, bl. B 5, sc. D, et.1, ap.52
177;Petre;Dan;m;Bolintin Vale;
178;Iordache;Ion;m;Giurgiu;str. Hristo Botev nr. 9
179;Martin;Constantin;m;Giurgiu;str. G-ral Berthelot, bl. 79, sc. C,ap. 43, parter
180;Gogoaşe-Popescu;Florinel-Bebe;m;Giurgiu;str. Portului bl. 60, sc. C, parter, ap. 32
181;Stoian;Valentin;m;Călăraşi;str. Flacăra bl. B 3, sc. 1, ap. 2
182;Şerban;Victor;m;Călăraşi;str. Bucureşti nr. 219
183;Mihalcea;Ionel;m;Călăraşi;str. Bucureşti nr. 219
184;Ene;Alexandru;m;Olteniţa;B-dul Republicii nr. 51, bl. B, sc. A, ap.1
185;Oprişan;Constantin;m;Lehliu Gară;str. Industriei nr. 4-12
186;Milos;Marius Emil;m;Turnu Măgurele;str. Pompierilor, Bl. M1, sc. B, ap. 22
187;Stolnean;Romeo-Marius;m;Cluj-Napoca;Cal. Dorobanţilor nr.9-11, ap. 1
188;Cîmpian;Mihai Radu;m;Cluj-Napoca;Cal. Dorobanţilor nr. 13
189;Boloş;Mircea;m;Cluj-Napoca;Cal. Dorobanţilor nr. 3, et. 1
190;Popa;Nicolae Fanfany;m;Cluj-Napoca;Cal. Dorobanţilor nr. 3
191;Adam;Dragoş;m;Cluj-Napoca;str. Pavel Roşea nr. 3
192;Oszoczki;Andras;m;Cluj-Napoca;str. Pavel Roşea nr. 3
193;Man;Ovidiu Ioan;m;Cluj-Napoca;Str. Calea Dorobanţilor nr. 15, ap. 3
194;Marian;Daniel;m;Turda;str. Republicii nr. 35
195;Pintea;Bogdan Ioan;m;Turda;str. Dacia 2
196;Şipoş;Alexandru;m;Dej;str. Vasile Alecsandri nr. 3
197;Todoruţ;Andrei;m;Dej;
198;Moldovan;Ion Florin;m;Gherla;str. Mihai Eminescu nr. 5
199;Şortan;Ioan Călin;m;Gherla;
200;Ivanov;Emilian Giani;m;Bistriţa;str. N. Titulescu nr. 21
201;Manchevici;Marin;m;Bistriţa;str. A. Odobescu nr. 17
202;Andronesi;V.Dorin;m;Bistriţa;str. Alba Iulia nr. 3
203;Ilovan;Dumitru;m;Năsăud;str. Gării, bl. 5 ABC, et. 1,
204;Sârbu;Viorel;m;Năsăud;str. Gării, bl. 5 ABC, et. 1
205;Mureşan;Vasile Mircea;m;Beclean;str. I.L Caragiale nr. 4
206;Vucea;Gheorghe;m;Baia Mare;str. Republicii nr. 1, ap. 24
207;Morari;Marius Iacob;m;Baia Mare;str. Republicii nr. 1, ap. 115
208;Bud;Robert Mihai;m;Baia Mare;str. Republicii nr. 1, ap. 35
209;Şimon;Attila;m;Baia Mare;str. Republicii, bl. 1 ap. 106
210;Coman;Gheorghe Gavril;m;Sighetu-Marmaţiei;str. Bogdan Vodă nr. 30
211;Batin;Petru;m;Sighetu-Marmaţiei;str. Bogdan Vodă nr. 30
212;Bucur;Ioan;m;Vişeu de Sus;SUSPENDAT
213;Aniţei;Dorel;m;Vişeu de Sus;str. Republicii nr. 2, cam. 6
214;Amişculesei;Radu;m;Vişeu de Sus;Str. 22 Decembrie nr. 14 A,
215;Stoica;Ioan Alin;m;Târgu Lăpuş;SUSPENDAT-la cerere
216;Oszoczki;Marton;m;Zalău;str. T. Vladimirescu, bl. P 24 ap. 2
217;Ţurcaş;Ioan;m;Zalău;str. T. Vladimirescu, bl. P 24, ap. 2
218;Kovacs;Levente Ferenc;m;Zalău;str. T. Vladimirescu, bl. P 24, ap. 2
219;Roman;Mariana;f;Dragomireşti;str. Principală nr. 382/3
220;Stoica-Constantin;Adrian;m;Constanţa;str. Griviţei nr. 18,  parter
221;Vasile;Dumitru Gabriel;m;Constanţa;Bd. Tomis nr. 267, bl. T 4, ap. 16
222;Deacu;Vasile;m;Constanţa;str. Daciei nr. 62
223;Gavrilescu;Alin;m;Constanţa;str. Daciei nr. 62
224;Volintiru;Ştefan;m;Constanţa;str. Miron Costin nr. 36, sc. B, ap. 6
225;Malciu;Aurel;m;Constanţa;Bd. Tomis nr. 44, et. 1
226;Romanescu;Adrian;m;Constanţa;Str. Traian nr. 11 bis
227;Munteanu;Ionel;m;Constanţa;Bd. Ferdinand nr. 33, bl. R7, parter
228;Grasu;Gelu Iulian;m;Mangalia;str. Mircea cel Bătrin nr. 5,  bl. M3
229;Bogdan;Ionică;m;Mangalia;Str. Ştefan cel Mare nr. 17, bl. N 7, sc.A,parter, ap. 3
230;Culea;Marian Orlando;m;Mangalia;
231;Solomon;Nicolae;m;Medgidia;str. Independenţei nr. 52, bl. 52
232;Cojocaru;Bogdan Mihai;m;Medgidia;Str. Independenţei nr. 12
233;Dumbravă;Dumitru;m;Tulcea;str. Gavrilov Corneilu nr. 168, bl. A 2, sc. B, ap. 5
234;Casapu;Cătălin;m;Tulceă;str. Mica nr. 1, stand 7
235;Vlad;Irinel;dk;Tulcea;str. Sălciilor nr. 7
236;Cornea;Pompiliu;m;Tulcea;str. Mica nr. 1 stand 6
237;Banea;Alexandru;m;Macin;str. Mihai Bravu bl. 15, ap. 3, sc. A
238;Dorache;Nicolae;m;Babadag;str. Pavel Gheorghe nr. 5, bl. 60 G, ap. 10
239;Ivanovici;Cristodor Constantin;m;Craiova;str. Brestei nr. 16
240;Iacob;Mircea;m;Craiova;str. România Muncitoare nr. 54 A
241;Balaci;Titi;m;Craiova;str. România Muncitoare nr. 67
242;Talpa;Cristian;m;Craiova;str. România Muncitoare nr. 65
243;Terpovici;L.Bogdan;m;Craiova;str. România Muncitoare nr. 65
244;Lăpădat;Nicolae;m;Craiova;str. România Muncitoare nr. 74
245;Prodan;Apostol;dk;Calafat;str. Gh. Doja nr. 7
246;Cheşoi;Mihaela;f;Calafat;str. Gh. Doja nr. 7
247;Crînguş;Florina;f;Filiaşi;str. Racoteanu, bl. 13, sc. 1, ap. 2
248;Olaru;Constantin;m;Târgu-Jiu;Bd. Magheru, bl. 2, parter
249;Talianu;Savu;m;Târgu-Jiu;str. Traian, bl. C 1, parter
250;Trancă;Nicuşor;m;Târgu-Jiu;str. Traian nr. 1
251;Enea;Marin;m;Târgu-Jiu;str. Confederaţiei nr. 1
252;Bârsăşteanu;Florian;m;Târgu-Jiu;str. Geneva nr. 9
253;Vonica;Filimon;m;Novaci;str. Parângului nr. 5
254;Dăianu;Gheorghe;m;Novaci;
255;Matei;Marian;m;Slatina;str. Lipscani nr. 32
256;Vlad;Constantin;m;Slatina;str. Lipscani nr. 55
257;Păvăloiu;Georgeta;f;Slatina;str. M. Eminescu nr. 29
258;Strinoiu;Daniel;m;Slatina;Str. M. Eminescu nr. 35
259;Alexandrescu;Ruxandra;f;Slatina;
260;Neda;Ion;m;Caracal;str. Bradului nr. 2
261;Rafailă;Vasile;m;Caracal;str. Bradului nr. 4
262;Ispas;George;m;Corabia;str. Griviţa Roşie, bl. 16, parter
263;Dîrloagă;Florinel;m;Strehaia;str. Republicii nr. 193
264;Dumitrescu;Alfred Constantin;m;Dr. Tr. Severin;str. Smârdan nr. 10
265;Cerbulescu;Constantin;m;Dr. Tr. Severin;str. Independenţei nr. 1
266;Popescu;Grigore Alin;m;Dr. Tr. Severin;str. Dr. Babeş nr. 57, bl. 6, sc.1
267;Purcaru;Marcel;m;Dr. Tr. Severin;str. G. Coşbuc nr. 14
268;Mădescu;Lionela;f;Dr. Tr. Severin;Str. Carol I nr. 73
269;Raicu;Ion;m;Dr. Tr. Severin;str. Carol I, bl. A 1, ap. 1
270;Mărăscu;Ion;m;Vânju-Mare;str. Rahovei nr. 8
271;Pătrăşanu;Constantin;m;Orşova;str. Porţile de Fier nr. 6
272;Dumitrescu;Ilona;f;Orşova;
273;Stan;Monica;f;Balş;str. Cireşului nr. 11
274;Diaconiţa;Constantin;m;Motru;str. Trandafirilor nr.2, bl. C 4, sc.2, ap.11
275;Iovan;Cornel;m;Băileşti;Str. Victoriei nr. 43
276;Martinescu;Iacob;m;Baia de Aramă;SUSPENDAT
277;Răduleţu;Valeriu;m;Tg. Cărbuneşti;Str. Trandafirilor nr. 41
278;Enea;M.Marin;m;Tg. Cărbuneşti;str. Trandafirilor nr. 22
279;Colţ;Victor;m;Galaţi;str. Universităţii nr. 33
280;Viţelaru;Dumitru;m;Galaţi;str. Regiment 11 Şiret nr. 45, bl.I.2, ap. 27
281;Micu;Constantin;m;Galaţi;str. Brăilei nr. 157, bl. A7, ap. 16
282;Munteanu;Laura;f;Galaţi;str. Brăilei nr. 157, bl. A7, ap. 67
283;Coţac;Dănuţ-Carmen;dk;Galaţi;str. Brăilei nr. 155, bl. A8, et. 2, ap. 62
284;Postelnicu;Ştefan;m;Galaţi;Str. Brăilei nr. 157, bl. A 7, ap. 42
285;Câpraru;Apostu;dk;Tecuci;str. C. Racoviţă nr. 2 bl. R, sc. 4, ap. 64
286;Ţigănuş;Viorel-Mirel;m;Tecuci;str. V. Alecsandri nr. 2, bl. R, ap.43, parter
287;Ionescu;Claudia Cristina;f;Panciu;str. N. Titulescu F.N.
288;Pintilie;Lucian Gabriel;m;Brăila;B-dul A.I.Cuza nr.5, bl. Duplex, pa.12, parter
289;Drăgulin;Eugen;m;Brăila;str. Frumoasa nr. 7
290;Postelnicu;Gabriela;f;Brăila;Bd. A.I. Cuza nr. 5, bl. Duplex, ap.12, parter
291;Turcu;George;m;Brăila;Bd. A.I.Cuza nr. 3
292;Mutuligă;Monica;f;Brăila;
293;Motoc;Petrică;m;Însurăţei;str. Ecaterina Teodoroiu nr. 24
294;Coman;Gelu;m;Focşani;str. Cuza Vodă nr. 3
295;Bârsan;Mititelu Firel;m;Focşani;str. Bucegi nr. 2, bl. 7, ap. 16
296;Bârsan;Vicuţa Maria;f;Focşani;str. Bucegi nr. 2, bl. 7, ap. 16
297;Teodorescu;Ioan Cristian;m;Focşani;str. Cezar Bolliac nr. 6 bl. 6, ap. 3
298;Bercariu;Corneliu;m;Focşani;str. Bucegi nr. 2, bl. 7, ap. 18
299;Zacornea;Constantin;m;Iaşi;"Casa cu Absidă ""Laurentiu Ulici"",str. Gr. Ureche"
300;Airinei;Constantin;m;Iaşi;str. Armeana, nr. 12
301;Andrei;Cezar;m;Iaşi;"Casa cu Absidă ""Laurentiu Ulici"",str. Gr. Ureche"
302;Bîrcă;Gabriel;m;Iaşi;str. Anastasie Panu nr. 23, bl. Muntenia, mezanin
303;Anchidin;Cornelia;f;Iaşi;str. Arcu, nr. 24
304;Stan;Iulian Marius;m;Bârlad;Bârlad, str. Republicii nr.217, bl UMPS, et.2
305;Boboc;Mihai;m;Vaslui;str. Ştefan cel Mare, bl. 95, sc. A, ap. 25
306;Angheluţă;Lucian;m;Răducăneni;Vaslui, str. Ştefan cel Mare, bl. 34,sc. A, ap. 4
