nr;nume;prenume;sex;localitate;sediu
276;Olteanu;Nicolae-Caius;m;Bucureşti;suspendat
277;Panait;Marian;m;Bucureşti;Bucureşti, str. J.L. Calderon nr. 45, ap. 1, sectorul 2
278;Paviliu;Bogdan-Adrian;m;Bucureşti;Bucureşti, Splaiul Independenţei nr. 58A, ap. 6, parter, sectorul 5
279;Pârvan;Violeta-Alexandra;f;Bucureşti;Bucureşti, bd. Corneliu Coposu nr. 5, bl. 103, ap. 54, sectorul 3
280;Petre;Cristian;m;Bucureşti;Bucureşti, Str. Băniei nr. 17, parter, ap. 2, sectorul 3
281;Plăveti;Nicolae-Dorin;m;Bucureşti;suspendat
282;Popa;Carmen-Gabriela;f;Bucureşti;Bucureşti, Splaiul Independenţei nr.3, bl. 17, sc. 1, et. 8, ap. 19 bis,
283;Popa;Elena-Laura;f;Bucureşti;Bucureşti, bd. Corneliu Coposu nr. 5, bl. 103, sc. 1, et. 1, ap. 1,
284;Popescu;Claudiu-George;m;Bucureşti;Bucureşti, bd. Dimitrie Cantemir nr. 25, bl. 2, sc.C, ap. 18, etajul 4,
285;Popescu;Florin;m;Bucureşti;Bucureşti, Bd. Tineretului nr. 3, bl. Z 1, ap. 5, parter, sectorul 4
286;Raportoru;Georgeta;f;Bucureşti;Bucureşti, Piaţa Alba Iulia nr. 8, bl.17, sc.2, et.1, ap. 25, sectorul 3
287;Răileanu;Ionuţ Cătălin;m;Bucureşti;Bucureşti, str. Clucerul Udricani nr. 1-3, bl. 106A, sc. 2, ap. 22, et. 1,
288;Rocoşanu;Dragoş-Paul;m;Bucureşti;suspendat
289;Safta;Doina;f;Bucureşti;Bucureşti, bd. I.C. Brătianu nr. 39, bl. P 6, sc. 2, et. 2, ap. 20,
290;Samoilă;Liliana Minodora;f;Bucureşti;Bucureşti, bd. Dimitrie Cantemir nr.2, bl. P 2, sc. 1, et. 4, ap. 13,
291;Scăeşteanu;Silvia;f;Bucureşti;Bucureşti, Gemenii Sitraco Center, corpul A, Bd. Naţiunile Unite nr. 1,
292;Sersea;Adrian-Eugen;m;Bucureşti;Bucureşti, Str. Dristorului nr.97-119, bl. 63, sc. 1, parter, ap. 21,
293;Stăiculescu;Dumitru;m;Bucureşti;Bucureşti, Bd. Unirii nr. 43, bl. E2, sc. 1, et. 2, ap. 6, sectorul 3
294;Stănescu;Ilie;m;Bucureşti;Bucureşti, str. Vasile Conta nr. 8-10, sectorul 2
295;Şomâldoc;Paula-Daniela;f;Bucureşti;Bucureşti, Bd. Unirii nr. 37, bl. A4, ap. 9, sectorul 3
296;Ştefan;Viorel-Dinu;m;Bucureşti;Bucureşti, str. Washington nr. 6, ap. 2, sectorul 1
297;Tănase;Gheorghe;m;Bucureşti;Bucureşti, Bectro Center, corpul B, str. Sf. Vineri nr. 29, et. 1,
298;Tănurcă;Cristina;f;Bucureşti;Bucureşti, bd. Burebista nr. 4, bl. D13, sc. 4, et. 4, ap. 124, sectorul 3
299;Toma;Ana-Maria;f;Bucureşti;Bucureşti, str. Ilfov nr. 1, et. 2, ap. 3, sectorul 5
300;Ulman;Bogdan Vasile;m;Bucureşti;Bucureşti, Piaţa Alba Iulia nr. 6, bl. 15, sc. B, et. 2, ap. 32,
301;Păun;Cătălin Ştefan;m;Bucureşti;Bucureşti, Calea 13 Septembrie nr.133, bl. T2B, sc. 2, ap. 42, sectorul 5
302;Enea;Mihaela Raluca;f;Bucureşti;Bucureşti, Calea Ştirbei Vodă nr. 23, parter, ap. 1, sectorul 1
303;Olaru;Melania;f;Bucureşti;Bucureşti, Bd. Naţiunile Unite nr. 5, bl. 110, sc. 2, et. 2, ap. 34,
304;Nicolescu;Gheorghe Alin;m;Bucureşti;Bucureşti, Bd. Naţiunile Unite nr. 5, bl. 110, sc. 1, et. 1, ap. 4,
305;Tiţu;Adriana;f;Bucureşti;Bucureşti, piaţa M. Kogălniceanu nr.1,
306;Eftimie;Alina;f;Bucureşti;Bucureşti, Bd. Unirii nr. 57, bl. E 4, sc. 5, et. 1, ap. 118, sectorul 3
307;Răduţă;Nicoleta;f;Bucureşti;Bucureşti, Bd. Libertăţii nr. 18, bl. 104, sc. 1, et. 2, ap. 3,
308;Duică;Alexandra;f;Bucureşti;
309;Ana;Vasile-Bogdan;m;Bucureşti;
310;Balaciu;Costel-Cristian;m;Bucureşti;
311;Bătăilă;Vlad;m;Bucureşti;
312;Bucur;Şerban-Constantin;m;Bucureşti;
313;Dobre;Valentin;m;Bucureşti;
314;Dumitru;Nicolae;m;Bucureşti;
315;Ene;Magdalena;f;Bucureşti;
316;Ghinea;Ioan Emanuel;m;Bucureşti;
317;Guli;Constantin;m;Bucureşti;
318;Haja;Ioana Mihaela;f;Bucureşti;
319;Marin;Adrian-Cristian;m;Bucureşti;
320;Marin;Viorel-Cristinel;m;Bucureşti;
321;Matei;Nicolae-Marian;m;Bucureşti;
322;Mărgulescu;Ramona Maria;f;Bucureşti;
323;Miu;Ioana;f;Bucureşti;
324;Naglici;Mihai-Şerban;m;Bucureşti;
325;Nuţă;Petrică Sorin;m;Bucureşti;
326;Olteanu;Florentina-Daniela;f;Bucureşti;
327;Peticaru;Eduard;m;Bucureşti;
328;Rădulescu;Marian;m;Bucureşti;
329;Stanciu;Iulian;m;Călăraşi;
330;Stancu;Marian;m;Bucureşti;
331;Şerbănescu;Valeriu;m;Bucureşti;
332;Ştefan;Florin Eduard;m;Bucureşti;
333;Tănăsescu;George-Dorian;m;Bucureşti;
334;Vasiliev;Ana-Maria;f;Bucureşti;
335;Chiţescu;Eugen Corneliu;m;Bucureşti;
336;Chiţu;Laurenţiu Alexandru;m;Bucureşti;
337;Dinu;Ilie;m;Bucureşti;
338;Drăghici;Petrişor;m;Bucureşti;
339;Dumitru;Sahlian;dk;Bucureşti;
340;Ghilencea;Marian Viorel;m;Bucureşti;
341;Homeghiu;Irina Alexandra;f;Bucureşti;
342;Huţuleac;Florentina Gabriela;f;Bucureşti;
343;Ioachim;Flavius Lucian;m;Bucureşti;
344;Ionescu;Marian;m;Bucureşti;
345;Lăpugeanu;Paul Mugurel;m;Bucureşti;
346;Leonescu;Ilie Victor;m;Bucureşti;
347;Lupulescu;Cătălin Gigel;m;Bucureşti;
348;Marchidanu;Iulian Valentin;m;Bucureşti;
349;Mihai;Cristian;m;Bucureşti;
350;Nacu;Cristian Andrei;m;Bucureşti;
351;Neculae;Mihai;m;Bucureşti;
352;Negreanu;Marius Adrian;m;Bucureşti;
353;Opran;Dragoş;m;Bucureşti;
354;Predescu;Narcis Ionuţ;m;Bucureşti;
355;Rentea;Georgiana Ingrid;f;Bucureşti;
356;Rusu;Mircea Valentin;m;Bucureşti;
357;Şchiopu;Cristian Marcel;m;Bucureşti;
358;Tănase;Ştefan Marian;m;Bucureşti;
359;Ţeţu;Demetrius;dk;Bucureşti;
360;Verdeş;Adriana Mihaela;f;Bucureşti;
361;Bati;Dan Cristian;m;Bucureşti;
362;Bocancea;Silviu-Mădălin;m;Bucureşti;
363;Creangă;Mădălin-Iulian;m;Bucureşti;
364;Dima;Ilie;m;Bucureşti;
365;Dimache;Valentin-Gabriel;m;Bucureşti;
366;Franz;Radu-Călin;m;Bucureşti;
367;Ganea;Ioan Tiberiu;m;Bucureşti;
368;Georgescu;Paul;m;Bucureşti;
369;Iftime;Cătălin;m;Bucureşti;
370;Ion;Constantin-Aurelian;m;Bucureşti;
371;Niculescu;Dinu-Mihai;m;Bucureşti;
372;Popa;Mihail;m;Bucureşti;
373;Popescu;Adina;f;Bucureşti;
374;Popescu;Marian;m;Bucureşti;
375;Sandu;Bogdan-Iulian;m;Bucureşti;
376;Sandu;Ionuţ-Octavian;m;Bucureşti;
377;Sterca;Gabriel Cornel;m;Bucureşti;
378;Suciu;Dan-Andrei;m;Bucureşti;
379;Terinte;Florin-Cătălin;m;Bucureşti;
380;Timnea;Vicenţiu-Pascal;m;Bucureşti;
381;Tudorache;Cătălin-Silviu;m;Bucureşti;
382;Vararu;Gavrilescu Cosmin Gabriel;m;Bucureşti;
383;Zainea;Ana-Cristina;f;Bucureşti;
384;Zastavneţchi;Dumitru;m;Bucureşti;
385;Badea;Violeta;f;Bucureşti;
386;Copuzeanu;Florin-Traian;m;Bucureşti;
387;Cristache;Romeo-Valentin;m;Bucureşti;
388;Dângă;Liliana Livia;f;Bucureşti;
389;Duruian;Ionel;m;Bucureşti;
390;Enache;Anca;f;Bucureşti;
391;Fenoghen;Vladimir-Liviu;m;Bucureşti;
392;Ghelmegeanu;Sorin;m;Bucureşti;
393;Ghişoiu;Mihai;m;Bucureşti;
394;Ilie;Panaite;dk;Bucureşti;
395;Ion;Gheorghe-Mihail;m;Bucureşti;
396;Ioniţă;Adrian;m;Bucureşti;
397;Leancă;Constantin;m;Bucureşti;
398;Lepădatu;Andrei;m;Bucureşti;
399;Mazilu;Cristinel-Ionuţ;m;Bucureşti;
400;Mazilu;Dorin;m;Bucureşti;
401;Nanu;Valentin-Cristian;m;Bucureşti;
402;Negulescu;Gabriel;m;Bucureşti;
403;Ştefan;Florin-Cătălin;m;Bucureşti;
404;Ştefan;Marius-Daniel;m;Urziceni;
405;Toader;Ovidiu-Adrian;m;Bucureşti;
406;Vişan;Cătălin;m;Bucureşti;
407;Barbu;Cristian;m;Bucureşti;
408;Dorcioman;Manuel Andrei;m;Bucureşti;
409;Constantinescu;Mihai;m;Bucureşti;
410;Neagu;Ionel;m;Bucureşti;
411;Spiridonescu;Ileana Cornelia;f;Bucureşti;
412;Tudor-Barcău;Elena;f;Bucureşti;
413;Dumitrache;Liliana Antonia Magdalena;f;Bucureşti;
414;Dumitrescu;Florentina Liliana;f;Bucureşti;
415;Oprescu;Mihai;m;Bucureşti;
416;Tudorache;Cătălin Andrei;m;Bucureşti;
417;Dumitru;Cristian-Florin;m;Bucureşti;
418;Petre;Codruţ-Adrian;m;Bucureşti;
419;Balica;Marius Eugen;m;Buftea;Buftea, str. Mihai Eminescu nr. 5, judeţul Ilfov
420;Benescu;Cătălin;m;Buftea;Buftea, str. Mihai Eminescu nr. 1, bl. R 1, sc. E, et. 2, ap. 10,
421;Dobra;Camelia Ofelia;f;Buftea;Buftea, str. Ştirbei Vodă nr. 55, vila 1, parter, ap. 2, judeţul Ilfov
422;Dobra;Narcis-Constantin;m;Buftea;Buftea, str. Ştirbei Vodă nr. 55, vila 1, parter, ap. 2, judeţul Ilfov
423;Ichim;Viorel;m;Buftea;Buftea, str. Ştirbei Vodă nr. 55, bl. Vila 1, sc. B, et. 2, ap. 5,
424;Voican;Mădălina;f;Buftea;suspendată
425;Coşoreanu;Iulian-Ilie;m;Cornetu;Cornetu, Şos. Alexandriei nr. 138, bl. D 2, sc. 3, parter, judeţul Ilfov
426;Mihăilescu;Adriana Emanuela;f;Cornetu;Cornetu, Str. Crizantemelor nr. 2, bl. P 1, ap. 13, judeţul Ilfov
427;Niculae;Elena Roxana;f;Cornetu;
428;Nistor;Vasile;m;Zimnicea;Zimnicea, str. Cuza Vodă, bl. 10A, sc. D, ap. 4, judeţul Teleorman
429;Roşu;Ileana;f;Zimnicea;suspendată
430;Împungerouă;Nicolae;m;Videle;Videle, Str. Primăverii, bl. C 6, sc. B, et. 1, ap. 18, judeţul Teleorman
431;Niculae;George;m;Videle;Asociat în Bucureşti, Calea Moşilor nr. 249, bl. 49, sc. 2, et. 4, ap. 40,
432;Mihăiţă;Marian;m;Alexandria;Alexandria, Str. Dunării nr. 145 bis, bl. H127, sc. A, ap. 5, et. 1,
433;Zlătan;Gabriela-Simona;f;Alexandria;Alexandria, Str. Libertăţii nr. 211, bl. L8-L9, et. 1, judeţul Teleorman
434;Guţă;George Alexandru;m;Alexandria;Asociat în Bucureşti, bd. Dimitrie Cantemir nr. 2, bl. P 2, sc. 1, et. 4,
435;Niţu;Ion;m;Slobozia;Slobozia, Bd. Cosminului nr. 14, bl. T 3, sc. A, et. 1, ap. 7,
436;Banciu;Constantin;m;Slobozia;Slobozia, str. Cuza Vodă, bl. 17, sc. A, ap. 1, parter, judeţul Ialomiţa
437;Milea;Anghel;m;Slobozia;Slobozia, Bd. Cosminului, bl. BN5, et. 1, camera 3, judeţul Ialomiţa
438;Constantin;Radu;m;Urziceni;Urziceni, Aleea Grădiniţei nr. 1, judeţul Ialomiţa
439;Vasiliu;Marinela;f;Urziceni;Asociată în Buftea, str. Mihai Eminescu nr. 5, judeţul Ilfov
440;Bărbulescu;Constantin;m;Bolintin-Vale;Bolintin-Vale, Str. Republicii, bl. B5, sc. D, et. 1, ap. 52,
441;Mehesz-Geczi;Oana-Viorica;f;Bolintin-Vale;
442;Damian;Cătălina-Sofia;f;Bolintin-Vale;suspendată
443;Petre;Dan;m;Bolintin-Vale;suspendat
444;Iordache;Ion;m;Giurgiu;Giurgiu, Str. Episcopiei nr. 15, judeţul Giurgiu
445;Iordache;Ramona-Lucia;f;Giurgiu;Giurgiu, Str. Episcopiei nr. 15, judeţul Giurgiu
446;Martin;Constantin;m;Giurgiu;Giurgiu, str. G-ral Berthelot, bl. 79, sc. C, ap. 43, parter, judeţul Giurgiu
447;Gogoaşe-Popescu;Florinel-Bebe;m;Giurgiu;Giurgiu, Str. Portului, bl. 60, sc. C, parter, ap. 32, judeţul Giurgiu
448;Tudor;Florentina;f;Giurgiu;Giurgiu, Str. Portului, bl. 60, sc. A, parter, ap. 1, judeţul Giurgiu
449;Cristache;Ionuţ-Bogdan;m;Giurgiu;
450;Stoian;Valentin;m;Călăraşi;Călăraşi, str. Flacăra, bl. B 3, sc. 1, ap. 2, parter, judeţul Călăraşi
451;Şerban;Victor;m;Călăraşi;Călăraşi, str. Bucureşti nr. 139, bl. A 38 (Volna), judeţul Călăraşi
452;Mihalcea;Ionel;m;Călăraşi;Călăraşi, str. Bucureşti nr. 139, bl. A 38 (Volna), judeţul Călăraşi
453;Dumitrache;Cornelia-Gabriela;f;Călăraşi;suspendată
454;Ene;Alexandru;m;Olteniţa;Olteniţa, Bd. Republicii nr. 51, bl. B, sc. A, ap. 1, judeţul Călăraşi
455;Păun;Octav-Lucian;m;Olteniţa;suspendat
456;Oprişan;Constantin;m;Lehliu-Gară;Lehliu-Gară, Str. Industriilor nr. 36A, judeţul Călăraşi
457;Toma;Nina-Valentina;f;Lehliu-Gară;asociată în Bucureşti, str. Ilfov nr. 1, et. 2, ap. 3, sectorul 5
458;Miloş;Marius-Emil;m;Turnu Măgurele;Turnu Măgurele, Str. Pompierilor, Bl. M1, sc. B, ap. 22, judeţul Teleorman
459;Agiu;Iulian;m;Roşiori de Vede;Roşiori de Vede, str. Plt. Rădulescu, bl. 302, sc. B, ap. 1,
460;Împungerouă;Doiniţa;f;Roşiori de Vede;
461;Stănescu;Nicolae-Bogdan;m;Feteşti;suspendat
462;Ciupercă;Dumitru-Virgil;m;Feteşti;Feteşti, str. Călăraşi, bl. 11, sc. B, parter, ap. 17, judeţul Ialomiţa
463;Adam;Dragoş;m;Cluj-Napoca;Cluj-Napoca, Calea Dorobanţilor nr. 13, et. 1, judeţul Cluj
464;Boloş;Mircea;m;Cluj-Napoca;Cluj-Napoca, Calea Dorobanţilor nr. 3, et. 1, judeţul Cluj
465;Cîmpian;Mihai Radu;m;Cluj-Napoca;Cluj-Napoca, Calea Dorobanţilor nr. 13, judeţul Cluj
466;Man;Ovidiu Ioan;m;Cluj-Napoca;Cluj-Napoca, Calea Dorobanţilor nr. 15, judeţul Cluj
467;Mureşanu;Radu Alex;m;Cluj-Napoca;Cluj-Napoca, Calea Dorobanţilor nr. 25, ap. 38, judeţul Cluj
468;Oszoczki;Andras;m;Cluj-Napoca;Cluj-Napoca, Calea Dorobanţilor nr. 13, et. 1, judeţul Cluj
469;Popa;Nicolae Fanfany;m;Cluj-Napoca;Cluj-Napoca, str. Pavel Roşca nr. 4, ap. 26, judeţul Cluj
470;Stolnean;Diana-Maria;f;Cluj-Napoca;Cluj-Napoca, Calea Dorobanţilor nr. 9, ap. 7, judeţul Cluj
471;Stolnean;Romeo-Marius;m;Cluj-Napoca;Cluj-Napoca, Calea Dorobanţilor nr. 11, ap. 1, judeţul Cluj
472;Şipoş;Alexandru;m;Cluj-Napoca;Cluj-Napoca, Calea Dorobanţilor nr. 1, judeţul Cluj
473;Şortan;Ioan Călin;m;Cluj-Napoca;Cluj-Napoca, Calea Dorobanţilor nr. 17-19, ap. 12, judeţul Cluj
474;Pălăcean;Vasile-Liviu;m;Cluj-Napoca;
475;Tămaş;Marcu;m;Cluj-Napoca;
476;Vinţ;Adrian Cosmin;m;Cluj-Napoca;
477;Crişan;Radu;m;Cluj-Napoca;
478;Lar;Viorel;m;Cluj-Napoca;
479;Prisăcaru;Virgil-Benonim;m;Cluj-Napoca;
480;Mureşan;Paul Florin;m;Cluj-Napoca;
481;Coroian;Vasile;m;Cluj-Napoca;
482;Marian;Daniel;m;Turda;Turda, Str. Republicii nr. 36, judeţul Cluj
483;Miron-Boca-Moldovan;Andreea-Laura;f;Turda;Turda, str. Dacia nr. 2, judeţul Cluj
484;Todoruţ;Andrei;m;Dej;Dej, str. George Coşbuc nr. 21, ap. 4, judeţul Cluj
485;Ioaniciu-Sapta;Florina-Livia;f;Dej;transferată-asociată în circumscripţia Alba Iulia
486;Lungu;Răzvan;m;Gherla;Gherla, str. Mihai Eminescu nr. 5, judeţul Cluj
487;Miclea;Florina;f;Gherla;suspendată
488;Rus;Sergiu-Leon;m;Gherla;suspendat
489;Andronesi;Valerian Dorin;m;Bistriţa;Bistriţa, str. Alba Iulia nr. 3, judeţul Bistriţa-Năsăud
490;Ivanov;Emilian Giani;m;Bistriţa;Bistriţa, str. N. Titulescu nr. 21, judeţul Bistriţa-Năsăud
491;Joldeş;Ovidiu-Laurenţiu;m;Bistriţa;Bistriţa, str. N. Titulescu nr. 27, ap. 7, judeţul Bistriţa-Năsăud
492;Manchevici;Marin;m;Bistriţa;Bistriţa, str. Al. Odobescu nr. 10 A, judeţul Bistriţa-Năsăud
493;Ilovan;Dumitru;m;Năsăud;Năsăud, Str. Gării, bl. 5 ABC, et. 1, judeţul Bistriţa-Năsăud
494;Sârbu;Viorel;m;Năsăud;Năsăud, Str. Gării, bl. 5 ABC, et. 1, judeţul Bistriţa-Năsăud
495;Buta;Dumitru Mirel;m;Beclean;Beclean, Str. Parcului nr. 1, bl. B, ap. 1, judeţul Bistriţa-Năsăud
496;Mureşan;Vasile Mircea;m;Beclean;Beclean, str. I.L. Caragiale nr. 4, judeţul Bistriţa-Năsăud
497;Bud;Robert Mihai;m;Baia Mare;Baia Mare, Str. Republicii nr. 1, ap. 17, judeţul Maramureş
498;Morari;Marius Iacob;m;Baia Mare;Baia Mare, str. George Coşbuc nr. 32, ap. 33, judeţul Maramureş
499;Pintea;Bogdan-Ioan;m;Baia Mare;Baia Mare, Bd. Republicii nr. 1, ap. 103, judeţul Maramureş
500;Şimon;Attila;m;Baia Mare;Baia Mare, Str. Republicii, bl. 1, ap. 106, judeţul Maramureş
501;Vucea;Gheorghe;m;Baia Mare;Baia Mare, Str. Republicii nr. 1, ap. 109, judeţul Maramureş
502;Mărgineanu;Viorel-Victor;m;Baia Mare;
503;Culic;Iosn Marius;m;Baia Mare;
504;Coman;Gheorghe Gavril;m;Sighetu;Sighetu Marmaţiei, str. Bogdan Vodă nr. 30, judeţul Maramureş
505;Roman;Mariana;f;Sighetu;Sighetu Marmaţiei, str. Gheorghe Şincai nr. 24, judeţul Maramureş
506;Batin;Petru;m;Sighetu;Sighetu Marmaţiei, str. Bogdan Vodă nr. 30, judeţul Maramureş
507;Amişculesei;Radu Cătălin;m;Vişeu de Sus;Vişeu de Sus, Str. 22 Decembrie nr. 14 A, judeţul Maramureş
508;Aniţei;Dorel;m;Vişeu de Sus;Vişeu de Sus, Str. Republicii nr. 2, camera 6, judeţul Maramureş
509;Kovacs;Levente Ferenc;m;Zalău;Zalău, str. T. Vladimirescu, bl. P 24, ap. 2, judeţul Sălaj
510;Oszoczki;Marton;m;Zalău;Zalău, str. T. Vladimirescu, bl. P 24, ap. 2, judeţul Sălaj
511;Ţurcaş;Ioan;m;Zalău;Zalău, str. T. Vladimirescu, bl. P 24, ap. 2, judeţul Sălaj
512;Trif;Adrian-Cristian;m;Târgu Lăpuş;Târgu Lăpuş, str. Liviu Rebreanu nr. 17, ap. 4
513;Stoica;Ioan Alin;m;Târgu Lăpuş;suspendat
514;Andronesi;Daniela-Mariana;f;Şimleu Silvaniei;asociat în circumscripţia Bistriţa, str. Alba Iulia nr. 3, judeţul
515;Paşca;Dorina-Ştefania;f;Şomcuta Mare;suspendată
516;Varadi-Goia;Andrea;f;Huedin;suspendată
517;Matiş;Camelia-Luminiţa;f;Dragomireşti;
518;Popan;Iosif-Nicolae;m;Jibou;
519;Stoica-Constantin;Adrian;m;Constanţa;Constanţa, Str. Griviţei nr. 18, parter, judeţul Constanţa
520;Stoica-Constantin;Gabriela-Simona;f;Constanţa;Constanţa, Str. Griviţei, nr. 18, parter, judeţul Constanţa
521;Vasile;Dumitru-Gabriel;m;Constanţa;Constanţa, bd. Tomis nr. 267, bl. T 4, ap. 16, judeţul Constanţa
522;Vasile;Nicoleta;f;Constanţa;Constanţa, bd. Tomis nr. 267, bl. T 4, ap. 16, judeţul Constanţa
523;Deacu;Vasile;m;Constanţa;Constanţa, bd. Mamaia nr. 13-15, et. 3, judeţul Constanţa
524;Gavrilescu;Alin;m;Constanţa;Constanţa, bd. Mamaia nr. 13-15, et. 3, judeţul Constanţa
525;Volintiru;Ştefan;m;Constanţa;Constanţa, str. Miron Costin nr. 36, ap. 6, judeţul Constanţa
526;Şoavă;Dan-Basarab;m;Constanţa;
527;Spineanu;Marius Eleodor;m;Constanţa;
528;Zorilă;Vicenţiu-Costel;m;Constanţa;
529;Oană;Silviu;m;Constanţa;Constanţa, str. Traian nr. 28, bl. C3, sc. C, ap. 32, parter, judeţul
530;Munteanu;Ionel;m;Constanţa;Constanţa, bd. Ferdinand nr. 33, bl. R 7, parter, judeţul Constanţa
531;Bogdan;Ionică;m;Constanţa;Constanţa, bd. Tomis nr. 221, bl. TS 11 B, sc. A, ap. 1, judeţul
532;Duşu;Dumitru;m;Constanţa;Constanţa, bd. Mamaia 53 A, et. 1, judeţul Constanţa
533;Negoiţă;Steluţa-Iuliana;f;Constanţa;Constanţa, str. Ştefan cel Mare nr. 100, bl. M 26, sc. A, et. 1,
534;Vasiliu;Vicenţiu-Ionuţ;m;Constanţa;Asociat în Galaţi, str. Regimentul 11 Siret nr. 45, bl. I2, ap. 26-27-28,
535;Aragea;Daniel;m;Constanţa;
536;Beciu;Stelian;m;Constanţa;Constanţa, bd. I.C. Brătianu nr. 53, bl. A 8, sc. B, ap. 37, judeţul
537;Bogăţie;Silvia-Laura;f;Constanţa;Constanţa, bd. Tomis nr. 320, bl. M 4, sc. F, ap. 101, judeţul Constanţa
538;Menaef;Cristian;m;Constanţa;Constanţa, bd. Tomis nr. 8, et. 1, judeţul Constanţa
539;Negoescu;Marina Adelina;f;Constanţa;Constanţa, et. 1, camera 5, str. Răchiţaşi nr. 68, judeţul Constanţa
540;Dăbuleanu;Dragoş;m;Constanţa;Constanţa, bd. Ferdinand nr. 53, bl. A 8, sc. B, ap. 37, judeţul Constanţa
541;Grasu;Gelu-Iulian;m;Mangalia;Mangalia, str. Mircea cel Bătrân nr. 5, bl. M 3, judeţul Constanţa
542;Sarkis;Ionica;dk;Mangalia;Mangalia, str. I.C. Brătianu nr. 2, camera 102, judeţul Constanţa
543;Cristea;Nicolae;m;Mangalia;Mangalia, str. Ştefan cel Mare nr. 6, camera 1, judeţul Constanţa
544;Solomon;Nicolae;m;Medgidia;Medgidia, Str. Independenţei nr. 87C, bl. Cămin C3, ap. 2, judeţul Constanţa
545;Rusu;Cătălina;f;Medgidia;Medgidia, Str. Independenţei nr. 87 B, bl. C 2, lot 2, ap. 6, judeţul
546;Epure;Marius Cristian;m;Medgidia;suspendat
547;Dumbravă;Dumitru;m;Tulcea;Tulcea, str. Gavrilov Corneliu nr. 168, bl. A 2, sc. B, ap. 5, judeţul
548;Ghenu-Dumbravă;Iuliana;f;Tulcea;Tulcea, str. Gavrilov Corneliu nr. 168, bl. A 2, sc. B, ap. 5,
549;Casapu;Cătălin-Octavian;m;Tulcea;Tulcea, Str. Păcii nr. 81, bl. PS, sc. A, mezanin, judeţul Tulcea
550;Vlad;Irinel;dk;Tulcea;Tulcea, Str. Sălciilor nr. 7, judeţul Tulcea
551;Cornea;Pompiliu;m;Tulcea;Tulcea, Str. Păcii nr. 17A, judeţul Tulcea
552;Lăzureanu;Valentina-Anda;f;Tulcea;suspendată
553;Bratu;Remus-Alexandru;m;Tulcea;Tulcea, str. Gavrilov Corneliu nr. 152, judeţul Tulcea
554;Şelaru;Adrian;m;Tulcea;
555;Banea;Alexandru;m;Măcin;Măcin, str. Mihai Bravu, bl. 15, ap. 3, judeţul Tulcea
556;Vlad;Marieta;f;Măcin;Asociat în Tulcea, Str. Sălciilor nr. 7, judeţul Tulcea
557;Dorache;Nicolae;m;Babadag;Babadag, str. Pavel Gheorghe nr. 5, bl. 60 G, ap. 10, judeţul Tulcea
558;Ivănescu;Liviu;m;Babadag;suspendat
559;Ştefan;Gigi-Valentin;m;Hârşova;suspendat
560;Ivanovici;Cristodor-Constantin;m;Craiova;Craiova, Str. Brestei nr. 16, judeţul Dolj
561;Ivanovici;Dragoş-Theodor;m;Craiova;Craiova, Str. Brestei nr. 16, judeţul Dolj
562;Iacob;Mircea;m;Craiova;Craiova, str. România Muncitoare nr. 54 A, judeţul Dolj
563;Balaci;Titi;m;Craiova;Craiova, str. România Muncitoare nr. 67, judeţul Dolj
564;Talpa;Neacşu Cristian;m;Craiova;Craiova, str. România Muncitoare nr. 65, judeţul Dolj
565;Terpovici;Bogdan;m;Craiova;Craiova, str. România Muncitoare nr. 65, judeţul Dolj
566;Lăpădat;Nicolae;m;Craiova;Craiova, str. România Muncitoare nr. 74, judeţul Dolj
567;Crînguş;Florina;f;Craiova;Craiova, str. A. I. Cuza nr. 22, judeţul Dolj
568;Strinoiu;Constantin-Daniel;m;Craiova;Craiova, str. România Muncitoare nr. 31, judeţul Dolj
569;Albu;Ionuţ Elian;m;Craiova;
570;Filip;Caius Laurenţiu;m;Craiova;
571;Muşat;Marian;m;Craiova;
572;Drăghia;Dan Gabriel;m;Craiova;
573;Ionaşcu;Cosmin Florin;m;Craiova;
574;Ionilete;Raol Florin;m;Craiova;
575;Borceanu;Diana-Dorinela;f;Craiova;
576;Ilie;Maria Magdalena;f;Craiova;
577;Josceanu;Claudiu-Ionel;m;Craiova;
578;Nicolae;Ion;m;Craiova;
579;Popescu;Angelica;f;Craiova;
580;Toader;Anelin-Dan;m;Craiova;
581;Zăvoi;Ion Cristian;m;Craiova;
582;Budără;Adriana;f;Craiova;
583;Ungureanu;Gheorghe;m;Craiova;
584;Prodan;Apostol;dk;Calafat;Calafat, str. Tudor Vladimirescu nr. 27, judeţul Dolj
585;Ioţovici;Mihaela-Ramona;f;Calafat;Calafat, str. Gh. Doja nr. 7, judeţul Dolj
586;Stan;Elena;f;Calafat;suspendată
587;Olaru;Constantin;m;Târgu Jiu;Târgu Jiu, str. Gh. Magheru, bl. 2, parter, judeţul Gorj
588;Talianu;Savu;m;Târgu Jiu;Târgu Jiu, str. Traian, bl. 7, parter, judeţul Gorj
589;Trancă;Nicuşor;m;Târgu Jiu;Târgu Jiu, str. Traian nr. 1, judeţul Gorj
590;Enea;Marin;m;Târgu Jiu;Târgu Jiu, Str. Confederaţiei nr. 1, judeţul Gorj
591;Bârsăşteanu;Florian;m;Târgu Jiu;Târgu Jiu, str. T. Vladimirescu nr. 36-38, judeţul Gorj
