nr;nume;prenume;sex;localitate;sediu
31;Prodea;Ioan Adrian;m;Sibiu;
32;Rotaru;Simion;m;Mediaş;Mediaş, str. Haţeg nr. 10, judeţul Sibiu
33;Tudor;Vasile Petru;m;Mediaş;Mediaş, str. Stephan Ludwig Roth nr. 29, judeţul Sibiu
34;Tămaş;Ovidiu-Nicolae;m;Mediaş;Mediaş, piaţa Regele Ferdinand I nr. 1
35;Rotaru-Zărnescu;Daniel;m;Blaj;Asociat în Mediaş, str. Haţeg nr. 10, jud. Sibiu, asociat cu Rotaru Simion
36;Scutea;Sorin;m;Agnita;Agnita, str. M. Viteazu nr. 73, judeţul Sibiu
37;Suciu;Anca-Maria;f;Agnita;Agnita, Str. 1 Decembrie nr. 22, judeţul Sibiu
38;Mişcoci;Dorina Anca;f;Avrig;Avrig, str. Gheorghe Lazăr nr. 2A, judeţul Sibiu
39;Veştemean;Ioan Stan;m;Avrig;Avrig, str. Mihai Viteazu nr. 1, judeţul Sibiu
40;Baciu;Traian;m;Hunedoara;Hunedoara, str. N. Bălcescu nr. 1, judeţul Hunedoara
41;Ifrim;Remus Daniel;m;Hunedoara;Hunedoara, str. N. Bălcescu nr. 1, et. 2, camera 23, judeţul Hunedoara
42;Creţu;Ionaşc Florin;m;Hunedoara;Hunedoara, Str. Revoluţiei nr. 3, complex comercial, judeţul Hunedoara
43;Plăviţu;Florina Mihaela;f;Hunedoara;
44;Barboni;Eugen;m;Deva;Deva, str. Avram Iancu bl. H3, sc. A, judeţul Hunedoara
45;Benteu;Aron;m;Deva;Deva, str. Aurel Vlaicu nr. 1, judeţul Hunedoara
46;Rovinar;Daniel Marin;m;Deva;Deva, bd. Decebal, bl. S, parter, judeţul Hunedoara
47;Opriş;Ofelia-Monica;f;Deva;Deva, str. Iuliu Maniu nr. 6, judeţul Hunedoara
48;Băieş;Maria Lucica;f;Deva;
49;Pupeză;Bogdan Mihai;m;Deva;
50;Pupeză;Elena;f;Deva;
51;Ladariu;Anghel;m;Deva;
52;Răducanu;Cecilia-Camelia;f;Petroşani;Petroşani, Str. 1 Decembrie 1918 nr. 100, judeţul Hunedoara
53;Popescu;Emilia;f;Petroşani;Petroşani, Aleea Poporului, bl. 3A, sc. 1, ap. 2, judeţul Hunedoara
54;Oancea;Petru;m;Petroşani;Petroşani, Aleea Poporului, bl. 3, ap. 26, parter, judeţul Hunedoara
55;Petre;Adrian-Nicolae;m;Petroşani;Petroşani, str. Avram Iancu nr. 5, bl. 5A, sc. I, ap.2, judeţul Hunedoara
56;Durbacă;Claudia Bianca;f;Petroşani;Petroşani, str. Anghel Saligny nr. 12A, judeţul Hunedoara
57;Suciu;Bogdan;m;Sălişte;Sălişte, Piaţa Junilor nr. 39, judeţul Sibiu
58;Stoian;Codruţa;f;Sălişte;Sălişte, Str. Şcolii nr. 11, judeţul Sibiu
59;Radu;Cristiana;f;Haţeg;Haţeg, str. Tudor Vladimirescu, bl. S 1, parter, judeţul Hunedoara
60;Bolog;Ileana Laura;f;Brad;suspendată
61;Boloş;Georgiana-Adina;f;Brad;Asociată la Camera Executorilor Judecătoreşti Cluj
62;Romanesse;Diana Elena;f;Orăştie;suspendată
63;Bucescu;Emanoil-Aron;m;Piteşti;Piteşti, Bd. Eroilor nr. 4-6, et. 1, camera 1, judeţul Argeş
64;Copaci;Vasile-Dorel;m;Piteşti;Piteşti, Bd. Eroilor nr. 4-6, et. 1, camera 1, judeţul Argeş
65;Fieraru;Eugen;m;Piteşti;Piteşti, str. Exerciţiu, bl. A5, sc.D, ap. 14, judeţul Argeş
66;Ioana;Cristian;m;Piteşti;Piteşti, Bd. Eroilor nr. 4-6, et. 1, camera 1, judeţul Argeş
67;Iordache;Ion;m;Piteşti;Piteşti, Str. Eroilor nr. 2 bis, judeţul Argeş
68;Negoescu;Adrian-Gheorghe;m;Piteşti;Piteşti, str. Trivale, bl. 10A, sc. C, ap. 27, et. 3, judeţul Argeş
69;Vârgă;Ioan;m;Piteşti;Piteşti, str. Exerciţiu nr. 70, judeţul Argeş
70;Predeanu;Adriana Ramona;f;Piteşti;Piteşti, str. Exerciţiu nr. 74, judeţul Argeş
71;Rada;Ion;m;Piteşti;pensionat
72;Paraschivescu;Marius Gabriel;m;Piteşti;
73;Pisculungeanu;Vlad Adrian;m;Piteşti;
74;Şotae;Marian;m;Piteşti;
75;Tudor;Florin Alin;m;Piteşti;
76;Albu;Cornel Leonard;m;Piteşti;
77;Damaschin;Marius;m;Piteşti;
78;Balica;Bogdan Laurenţiu;m;Piteşti;
79;Gigoi;Emil;m;Piteşti;
80;Moromete;Constantin Cosmin;m;Piteşti;
81;Mitu;Mihai Ioan;m;Câmpulung;Câmpulung, str. Alexandru cel Bun nr. 4, bl. D 28, sc. B, ap. 11,
82;Florea;Ioana;f;Câmpulung;Câmpulung, str. Constantin Popescu nr. 7, judeţul Argeş
83;Iordache;Vasile;m;Curtea de Argeş;Curtea de Argeş, str. T. Vladimirescu nr. 2, judeţul Argeş
84;Mateescu;Emilia;f;Curtea de Argeş;
85;Bunescu;Dumitru Teodor;m;Râmnicu Vâlcea;Râmnicu Vâlcea, Str. Tineretului nr.7, bl. A 11/1, sc. C, et. 5, ap. 23,
86;Buzatu;Constantin;m;Râmnicu Vâlcea;Râmnicu Vâlcea, Calea lui Traian 135, bl. N 2, parter, judeţul Vâlcea
87;Deaconu;Mihail;m;Râmnicu Vâlcea;Râmnicu Vâlcea, Str. Tineretului nr. 14, bl. S 2, sc. 1, ap. 13, judeţul
88;Gătejescu;Anca Narghita;f;Râmnicu Vâlcea;Râmnicu Vâlcea, Calea lui Traian nr. 135, bl. N 2, parter, judeţul Vâlcea
89;Gătejescu;Bogdan;m;Râmnicu Vâlcea;Râmnicu Vâlcea, Calea lui Traian 135, bl. N 2, parter, judeţul Vâlcea
90;Radu;Marius;m;Râmnicu Vâlcea;Brezoi, Str. Eroilor nr. 41, judeţul Vâlcea
91;Cernea;Ion;m;Râmnicu Vâlcea;
92;Otliţă;Mircea Gabriel;m;Râmnicu Vâlcea;
93;Bălan;Ovidiu;m;Drăgăşani;Drăgăşani, str. Regele Carol, bl. 90, parter, judeţul Vâlcea
94;Prooroc;Olimpiu-Gabriel;m;Drăgăşani;Drăgăşani, str. Gib Mihăescu nr. 23, judeţul Vâlcea
95;Văleanu;Ilie;m;Horezu;Horezu, Str. Unirii nr. 17, bl. O 2, parter, judeţul Vâlcea
96;Stănescu;Elis-Anamaria;f;Horezu;Asociată în Bucureşti, str. Vasile Conta nr. 8-10, sectorul 2
97;Petroiaca;Florin-Adrian;m;Costeşti;Costeşti, Str. Victoriei, bl. L 21, judeţul Argeş
98;Mutuligă;Radu Mihail;m;Topoloveni;Asociat în cadrul Camerei Executorilor Judecătoreşti Bucureşti, Bucureşti,
99;Ababei-Petrea;Irina-Nicoleta;f;Bacău;Bacău, Str. Unirii nr.2, judeţul Bacău
100;Aldea;Diana-Elena;f;Bacău;Bacău, str. Carpaţi nr. 1, sc. A, ap. 1, judeţul Bacău
101;Chiticeanu;Florin;m;Bacău;Bacău, str. Trotuş nr.5, judeţul Bacău
102;Chiticeanu;Elena;f;Bacău;Bacău, str. Trotuş nr.5, judeţul Bacău
103;Ciobanu;Elena;f;Bacău;Bacău, str. Trotuş nr.5, judeţul Bacău
104;Ciobanu;Ioan;m;Bacău;Bacău, Str. Energiei, bl. 37, sc. B, ap. 3, judeţul Bacău
105;Dăscăliţa;Dumitru;m;Bacău;Bacău, str. Nicu Enea, bl. 40, sc. A, ap. 7, judeţul Bacău
106;Grigore;Nicolae;m;Bacău;Bacău, str. 9 Mai, bl. 80, judeţul Bacău
107;Mititelu;Iosif;m;Bacău;Bacău, Str. Energiei bl. 27, sc. A, ap. 2, judeţul Bacău
108;Necula;Sorica;f;Bacău;Bacău, str. Oituz nr.27, judeţul Bacău
109;Niagu;Liviu Cosmin;m;Bacău;Asociat la Camera Executorilor Jude-cătoreşti Galaţi, Focşani, str. Cezar
110;Baraneţchi;Leonid;dk;Bacău;
111;Azoiţei;Neculai;m;Bacău;
112;Cîrnu;Eugen;m;Bacău;
113;Gherasim;Nicu;m;Bacău;
114;Kovacs;Gabriel;m;Buhuşi;Buhuşi, str. Bucegi nr. 1, judeţul Bacău
115;Grigoraş;Ioan Nicolae;m;Buhuşi;
116;Bâra;Dragoş;m;Oneşti;Oneşti, Str. Republicii, bl. 23, ap. 12, judeţul Bacău
117;Popa;Reta;dk;Oneşti;Oneşti, Str. Republicii, bl. 14, ap. 14, judeţul Bacău
118;Prisecariu;Cezar Sorin;m;Oneşti;Oneşti, Str. Republicii, bl. 22, ap. 22, judeţul Bacău
119;Sîrghi-Secrieru;Sînziana;f;Oneşti;Oneşti, Str. Republicii, bl. 2, judeţul Bacău
120;Tabarcea;C.Alexandru;m;Oneşti;Oneşti, Bd. Republicii, bl. 2, judeţul Bacău
121;Tabarcea;A.Alexandru;m;Oneşti;Oneşti, Bd. Republicii, bl. 2, judeţul Bacău
122;Apostol;Camelia Dorina;f;Moineşti;Moineşti, str. V. Alecsandri, bl. E 8, ap. 6, judeţul Bacău
123;Bâra;Jan;dk;Moineşti;Moineşti, Str. Zorilor, bl. OB 2, parter, judeţul Bacău
124;Bindileu;Eugen;m;Moineşti;Moineşti, str. V. Alecsandri, bl. E 8, ap. 6, judeţul Bacău
125;Bălan;Ioan;m;Piatra-Neamţ;Piatra-Neamţ, Str. Republicii nr. 7, judeţul Neamţ
126;Cotoi;Cornel;m;Piatra-Neamţ;Piatra-Neamţ, str. M. Eminescu nr. 35, ap. 18, judeţul Neamţ
127;Mareş;Ioan;m;Piatra-Neamţ;Piatra-Neamţ, str. Anton Vorel nr. 6, bl. B6-A-21, judeţul Neamţ
128;Mocanu;Pavel;m;Piatra-Neamţ;Piatra-Neamţ, bd. 9 Mai nr.21, bl. 11, sc. A, ap. 4, judeţul Neamţ
129;Neneci;Tănase;m;Piatra-Neamţ;Piatra-Neamţ, Bd. Republicii nr. 16, judeţul Neamţ
130;Ursache;Ciprian Constantin;m;Piatra-Neamţ;
131;Gîrbea;George;m;Piatra-Neamţ;
132;Mihăilă;Gigel;dk;Piatra-Neamţ;
133;Pascal;Valentin Octavian;m;Piatra-Neamţ;
134;Chiriac;Nicolaie;m;Piatra-Neamţ;
135;Rogjan;Vasilica Silviu;m;Piatra-Neamţ;
136;Grigoraş;Mihaela;f;Roman;suspendată
137;Mereuţă;Ioan;m;Roman;Asociat în cadrul Camerei Executorilor Judecătoreşti Iaşi, str. A. Panu, bl.7
138;Postelnicu;Spiridon;m;Roman;Roman, str. Oituz, bl. 8, ap. 3, judeţul Neamţ
139;Moraru;Sebastian;m;Roman;
140;Şoican;Ovidiu Iosif;m;Roman;
141;Dron;Gheorghe;m;Târgu-Neamţ;Târgu-Neamţ, str. Calistrat Hogaş, bl. B1, ap. 3, judeţul Neamţ
142;Vasiliu;Constantin;m;Târgu-Neamţ;Târgu-Neamţ, str. Mihai Eminescu, bl. B7, sc. B, et.1, ap. 20, judeţul Neamţ
143;Păncescu;Daniel Nicolae;m;Podu Turcului;Podu Turcului, str. T. Vladimirescu nr. 6, ap. 3
144;Lavric;Paula;f;Bicaz;suspendată
145;Trandabăţ;Maria;f;Bicaz;suspendată
146;Beiuşan;Bogdan-Florin;m;Oradea;Oradea, str. Franz Schubert nr. 1, judeţul Bihor, asociat cu Beiuşan
147;Beiuşan;Gheorghe;m;Oradea;Oradea, str. Franz Schubert nr. 1, judeţul Bihor
148;Bucurean;Ioan-Călin;m;Oradea;Oradea, str. Parcul Traian nr. 1, ap. 3, judeţul Bihor
149;Gîrdan;Marius-Florin;m;Oradea;Oradea, str. Franz Schubert nr. 3, judeţul Bihor
150;Pantiş-Ardeleanu;Anamaria-Bianca;f;Oradea;Oradea, str. G. Enescu nr. 6, judeţul Bihor
151;Popovici;Dorin;m;Oradea;Oradea, str. Franz Schubert nr. 1, judeţul Bihor
152;Puşcaş;Eugen-Nicolae;m;Oradea;Oradea, str. Parcul Traian nr. 7, ap. 6, judeţul Bihor
153;Ardelean;Felix Florin;m;Oradea;
154;Moza;Gheorghe Sorin;m;Oradea;
155;Chizec;Maria Victoria;f;Oradea;
156;Neagoş;Dorel;m;Oradea;
157;Pleş;Daniela-Maria;f;Oradea;
158;Vuşcan;Mihaela-Florentina;f;Oradea;
159;Gavruţă;Dan;m;Oradea;
160;Tatu;Anca;f;Beiuş;
161;Paşca;Rodica-Lăcrămioara;f;Beiuş;Beiuş, Str. 22 Decembrie nr. 21, judeţul Bihor
162;Serfezi;Florin;m;Marghita;Marghita, str. Horea nr. 7, judeţul Bihor
163;Paşca;Ciprian-Narcis;m;Marghita;Marghita, str. Tudor Vladimirescu nr. 3, judeţul Bihor
164;Mihalcea;Benone;m;Negreşti-Oaş;Negreşti-Oaş, Aleea Trandafirilor, bl. 14, ap. 3, judeţul Satu Mare
165;Michiş;Ioan;m;Satu Mare;Satu Mare, str. Horea nr. 11, judeţul Satu Mare
166;Iva;Aniţaş Marian Dan;m;Satu Mare;Satu Mare, str. T. Vladimirescu nr. 9, corp C3, et. 1, ap. 1, judeţul
167;Kiss;Gabriel-Valentin;m;Satu Mare;Satu Mare, str. Mihai Viteazu nr. 7, et. 1, judeţul Satu Mare
168;Lăzărescu;Nicolae Dorin;m;Satu Mare;Satu Mare, str. Mihai Viteazu nr. 7, et. 1, judeţul Satu Mare
169;Mociran;Viorel;m;Satu Mare;Satu Mare, str. Horea nr. 8, ap. 5, judeţul Satu Mare
170;Şortan;Monica Ioana;f;Satu Mare;suspendată
171;Pătraş;Răzvan Lucian;m;Satu Mare;
172;Rus-Vid;Ioan Cătălin;m;Satu Mare;
173;Găzdac;Adela Viorela Elena;f;Satu Mare;
174;Pop;Ioan Vasile;m;Carei;Carei, Str. 1 Decembrie 1918 nr. 22, et. 1, judeţul Satu Mare
175;Popescu;Gilda;f;Aleşd;Aleşd, Str. 1 Decembrie nr. 2, judeţul Bihor
176;Beiuşan;Bogdan-Florin;m;Salonta;Asociat în Oradea, str. Franz Schubert nr. 1, judeţul Bihor, cu Beiuşan
177;Făiniţă;Gabriela;f;Salonta;fără activitate
178;Belibou;Paula;f;Suceava;Suceava, str. Anastasie Crimca nr. 1, bl. 1, sc. B, ap. 3, judeţul Suceava
179;Cîmpulungeanu;Marius-Georgel-Sarmis;m;Suceava;Suceava, str. Ştefan cel Mare nr. 37, bl. E2, sc. C, ap. 1A, judeţul Suceava
180;Jugaru;Constantin;m;Suceava;Suceava, str. Ştefan cel Mare nr. 43, bl. E3, sc. D, ap. 1, judeţul Suceava
181;Mustea;Marcel-Mihai;m;Suceava;Suceava, str. Ştefan cel Mare nr. 51, bl. A2, sc. A, ap. 3, judeţul Suceava
182;Stărică;Radu;m;Suceava;Suceava, str. Ştefan cel Mare nr. 37, bl. E2, sc. D, ap. 2, judeţul Suceava
183;Tătaru;Ioan;m;Suceava;Suceava, str. Ştefan cel Mare nr. 43, bl. E3, sc. C, ap. 1, judeţul Suceava
184;Manoliu;Elisabeta;f;Suceava;
185;Turleanu;Cornel;m;Suceava;
186;Hojda;Sorin-Ovidiu;m;Suceava;
187;Bordian;Constantin;m;Gura Humorului;Gura Humorului, Bd. Bucovinei, bl. 18, sc. A, ap. 3, judeţul Suceava
188;Bordian;Antonela Mihaela;f;Gura Humorului;Gura Humorului, Str. Bucovinei, bl. G 9, ap. 1, judeţul Suceava
189;Miron;Benoni-Viorel;m;Rădăuţi;Rădăuţi, Piaţa Unirii nr. 70, judeţul Suceava
190;Miron;Cătălin;m;Rădăuţi;Rădăuţi, Piaţa Unirii nr. 70, judeţul Suceava
191;Onofreiciuc-Dranca;Gheorghe;m;Rădăuţi;suspendat
192;Rusu;Cristian Silviu;m;Rădăuţi;
193;Nica;Gabriel;m;Vatra Dornei;Vatra Dornei, Str. Luceafărului nr. 18 judeţul Suceava
194;Ţugui;Claudia;f;Vatra Dornei;
195;Căruceriu;Alexandru;m;Câmpulung;Câmpulung Moldovenesc, Str. Mărţişorului nr. 1, judeţul Suceava
196;Dumitraş;Ancuţa;f;Fălticeni;Fălticeni, Str. Republicii nr. 25, et. 3, camera 2, judeţul Suceava
197;Hopu;Vasile;m;Fălticeni;Fălticeni, str. Nicu Gane f.n., judeţul Suceava
198;Lionte;Liontin;dk;Fălticeni;
199;Gavriliuc;Sorin;m;Botoşani;Botoşani, bd. Mihai Eminescu nr. 48, et. 1, camera 45, judeţul Botoşani
200;Manoilă;Vasile;m;Botoşani;Botoşani, bd. Mihai Eminescu nr. 69, judeţul Botoşani
201;Secrieru;Paul;m;Botoşani;Botoşani, Str. Victoriei nr. 8, ap. 6, judeţul Botoşani
202;Sfaiţer;Carmen;f;Botoşani;Botoşani, bd. Mihai Eminescu nr. 48, et. 1, camera 45, judeţul Botoşani
203;Chiriac;Cristina Maria;f;Botoşani;
204;Temneanu;Ionuţ;m;Botoşani;
205;Popa;Daniel;m;Dorohoi;Dorohoi, str. Dimitrie Pompiliu nr.64, bl. Turn, parter, judeţul Botoşani
206;Şmocot;Grigori;m;Dorohoi;Dorohoi, str. N. Titulescu nr. 36,
207;Guceanu;Adrian;m;Dărăbani;Dărăbani, Str. 1 Decembrie nr. 158, judeţul Botoşani
208;Cârlan;Florin;m;Săveni;Săveni, Str. 1 Decembrie, bl. E 3, parter, judeţul Botoşani
209;Anca;Ramona-Loredana;f;Braşov;Braşov, str. Iuliu Maniu nr. 64, sc. A ap. 5, judeţul Braşov
210;Balca;Florentina;f;Braşov;Braşov, str. Iuliu Maniu nr. 68, bl.2, sc. B, ap. 7, judeţul Braşov
211;Corşate;Alexandru-Alin;m;Braşov;Braşov, Bd. 15 Noiembrie nr. 43, sc. A et. 2, ap. 4, judeţul Braşov
212;Dincă;Stelian Emil;m;Braşov;Braşov, Bd. 15 Noiembrie nr. 43, sc. A et. 2, ap. 4, judeţul Braşov
213;Dutceac;Ioan;m;Braşov;Braşov, Bd. Griviţei nr. 93, sc. C, ap. 1, judeţul Braşov
214;Koncz;Csaba jr.;m;Braşov;Braşov, str. Iuliu Maniu nr. 47, camera 10, judeţul Braşov
215;Koppandi;Ollyver;dk;Braşov;Braşov, Bd. 15 Noiembrie nr. 43, sc.A, et. 2 ap. 5, judeţul Braşov
216;Manolache;Marcel-Iulian;m;Braşov;Braşov, str. Iuliu Maniu nr. 68, bl.3, sc. B, ap. 6, judeţul Braşov
217;Tereacă;Cornel-Toma;m;Braşov;Braşov, str. Iuliu Maniu nr. 68, bl.3, sc. B, ap. 1, judeţul Braşov
218;Ţermure;Călin-Ovidiu;m;Braşov;Braşov, Str. 15 Noiembrie nr.62, sc.D, ap. 38, judeţul Braşov
219;Filofie;Laurenţiu;m;Braşov;
220;Grigore;George Cristian;m;Braşov;
221;Isac;Horaţiu;m;Braşov;
222;Strugariu;Ana Maria;f;Braşov;
223;Adi;Ioan Ştefan;m;Braşov;
224;Buzoianu;Romulus Emanuel;m;Braşov;
225;Dîrstar;Cătălin;m;Braşov;
226;Drăgan;Daniel George;m;Braşov;
227;Limişcă;Silviu Bogdan;m;Braşov;
228;Dendrino;Nicolae;m;Braşov;
229;Vulpe;Alexandru-George;m;Braşov;
230;Blajiu;Gheorghe;m;Zărneşti;Zărneşti, Str. Postăvarului, bl. 11, sc. A, ap. 3, judeţul Braşov
231;Foca;Dan;m;Zărneşti;suspendat
232;Frăţilă;Viorel-Alexandru;m;Făgăraş;Făgăraş, str. Doamna Stanca nr. 25, judeţul Braşov
233;Manole;Victor;m;Făgăraş;Făgăraş, str. Doamna Stanca nr. 29, judeţul Braşov
234;Foca;Marilena;f;Făgăraş;suspendată
235;Katona;Ella;f;Sfântu Gheorghe;Sfântu Gheorghe, str. Bem Ioszef nr.2, bl. 3, sc. F, ap. 7, judeţul Covasna
236;Kolcza;Jeno-Gabor;m;Sfântu Gheorghe;Sfântu Gheorghe, Str. Ciucului nr. 3, judeţul Covasna
237;Koncz;Csaba;m;Sfântu Gheorghe;Sfântu Gheorghe, str. Ioszef Bem nr.2, bl. 3, sc. B, ap. 3, judeţul Covasna
238;Mathe-Peter;Iosif;m;Sfântu Gheorghe;Sfântu Gheorghe, str. Banki Donath nr. 35, judeţul Covasna
239;Bujdoso;Albert Zsolt;dk;Sfântu Gheorghe;
240;Fodor;Isvan Zsolt;dk;Sfântu Gheorghe;
241;Bălaş;Marius;m;Târgu Secuiesc;Târgu Secuiesc, str. Petofi Sandor nr. 33, bl. 6, sc. A, ap. 4, judeţul
242;Mathe-Peter;Edit;dk;Târgu Secuiesc;Târgu Secuiesc, str. Petofi Sandor nr. 16, judeţul Covasna
243;Andrei;Ionel;m;Bucureşti;Bucureşti, bd. I.C. Brătianu nr. 44, sc. B, et. 3, ap. 24, sectorul 3
244;Badea;Cătălin;m;Bucureşti;Bucureşti, str. Sf. Vineri nr. 23, bl. 105B, sc.1, et.1, ap.4, sectorul 3
245;Boambeş;Viorel;m;Bucureşti;Bucureşti, str. Sf. Vineri nr. 23, bl. 105B, sc.1, et.1, ap.4, sectorul 3
246;Bran;Cristian;m;Bucureşti;Bucureşti, Calea 13 Septembrie nr. 231A, et. 1, ap. 1, sectorul 5
247;Canea;Cătălin;m;Bucureşti;Bucureşti, Str. Drumul Taberei nr. 20, bl.C 2, sc.1, parter, ap.2, sectorul 6
248;Casagranda-Stana;Anton;m;Bucureşti;Bucureşti, Splaiul Unirii nr. 10, bl. B5, sc. 1, et. 1, ap. 1, sectorul 4
249;Cojocaru;Bogdan-Mihai;m;Bucureşti;Bucureşti, bd. Lascăr Catargiu nr. 24-26, sc. A, et.2, ap. 12, sectorul 1
250;Constantin;Gabriel-Cătălin;m;Bucureşti;Bucureşti,Calea Moşilor nr.249, bl.49, sc. 2, et. 4, ap. 40, sectorul 2
251;Costescu;Lucian;m;Bucureşti;Bucureşti, bd. Dimitrie Cantemir nr. 16, bl. 6, sc. 5, et. 1, ap. 133,
252;Crafcenco;Gheorghe-Marius;m;Bucureşti;Bucureşti, bd. Brâncoveanu nr. 9, bl. B14, sc. 4, ap. 91, parter,
253;Culcea;Raluca-Mariana;f;Bucureşti;Bucureşti, Bd. Unirii nr. 70, bl. J 4, sc. TR 3, et. 1, ap. 53, sectorul 3
254;Culea;Marian Orlando;m;Bucureşti;Bucureşti, bd. Burebista, nr. 4, bl. D13, sc. 4, et. 3, ap. 120, sectorul 3
255;Dima;Mihai;m;Bucureşti;Bucureşti, bd. Mircea Vodă nr. 41, bl. M31, sc. 1, ap. 2, parter,
256;Dobranici;Doina-Crenguţa;f;Bucureşti;Bucureşti, bd. Corneliu Coposu nr. 7, bl. 104, sc. 3, et. 2, ap. 67,
257;Drăgănescu;George-Gabriel;m;Bucureşti;Bucureşti, bd. Brâncoveanu nr. 9, bl. B14, sc. 4, ap. 91, parter, sectorul 4
258;Duică;Claudiu;m;Bucureşti;Bucureşti, Splaiul Independenţei nr.1, bl. 16, sc. 2, et.3, ap.41, sectorul 5
259;Dumitrache;Bogdan;m;Bucureşti;Bucureşti, bd. Decebal nr.14, bl. S 6, sc. B, et. 6, ap. 42, sectorul 3
260;Ezer;Lucian;m;Bucureşti;Bucureşti, bd. Dimitrie Cantemir nr. 25, bl. 2, sc. C, ap. 18, et. 4,
261;Fediuc;Gheorghe Marian;m;Bucureşti;Bucureşti, str. Poenaru Bordea nr. 12-14, et. 5, ap. 15, sectorul 4
262;Frîncu;Marius-Claudiu;m;Bucureşti;Bucureşti, bd. Magheru nr. 43, et. 1, ap. 2, sectorul 1
263;Giurgea;Bucur;m;Bucureşti;Bucureşti, bd. I. C. Brătianu nr. 44, sc. A, et. 2, ap. 18, sectorul 3
264;Gonţ;Dorina;f;Bucureşti;Bucureşti, str. J.L. Calderon nr. 45, ap. 1, sectorul 2
265;Gonţ;Lucian;m;Bucureşti;Bucureşti, str. J.L. Calderon nr. 45, ap. 1, sectorul 2
266;Ionescu;Niculae;m;Bucureşti;Bucureşti, bd. Brâncoveanu nr. 9, bl. B14, sc. 4, ap. 91, parter, sectorul 4
267;Iordache;Radu;m;Bucureşti;Bucureşti, str. Nerva Traian nr. 16, bl. M 35, sc. 2, et. 1, ap. 31,
268;Ivan;Traian-Daniel;m;Bucureşti;Bucureşti, str. Sf. Vineri nr. 23, bl. 105B, sc. 1, et. 1, ap. 4,
269;Jalbă;Georgiana;f;Bucureşti;Bucureşti, Calea Victoriei nr. 142, sc. D, ap. 1, parter, sectorul 1
270;Maghiar;Bogdan;m;Bucureşti;Bucureşti, Bd. Unirii nr. 20, bl. 5C, ap. 64, sectorul 4
271;Moianu;Adrian;m;Bucureşti;Bucureşti, Splaiul Independenţei nr.1, bl. 16, sc. 2, et. 2, ap. 37,
272;Miloş;Cristian;m;Bucureşti;Bucureşti, str. Matei Basarab nr. 96, bl. L 122, sc. 1, ap. 1, parter,
273;Mutuligă;Monica;f;Bucureşti;Bucureşti, str. Ştefan Capşa nr. 11, et. 1, sectorul 5
274;Nastasă;Alexandru;m;Bucureşti;suspendat
275;Nemeş;Dan;m;Bucureşti;Bucureşti, Bd. Naţiunile Unite nr. 4, bl. 107 A, et. 4, biroul B 4,
