nr;nume;prenume;sex;localitate;sediu
48;Cazan;Horea;m;Sibiu;Sibiu, str. George Coşbuc nr. 1, et. 1,
49;Cîrja;Ispas;m;Sibiu;Sibiu, Bd. Victoriei nr. 21, judeţul Sibiu
50;Cîrja;Mureşanu Maria-Iulia;f;Sibiu;Asociată în cadrul BEJA Cîrja Mureşanu Maria
51;Maharea-Constantin;Andrada-Iuliana;f;Sibiu;Sibiu, str. Alexandru Donici nr. 4, ap. 2,
52;Cruduleci;Horaţiu Vasile;m;Sibiu;Sibiu, Bd. Victoriei nr. 14, ap. 9A, judeţul
53;Dinu;Mirela-Nicoleta;f;Sibiu;Sibiu, Bd. Victoriei nr. 22, judeţul Sibiu
54;Dumitru;Marius-Vasile;m;Sibiu;Asociat în cadrul SCPEJ Dumitru Marius-Vasile, Mişcoci Dorina Anca şi Stoian Codruţa în Sibiu, Str. Justiţiei nr. 6A, judeţul Sibiu
55;Grec;Cristina Elena;f;Sibiu;Sibiu, Bd. Victoriei nr. 36, ap. 5, judeţul
56;Herlea;Romulus-Nicolae;m;Sibiu;Asociat în cadrul BEJA Herlea Romulus Nicolae
57;Marin;Vasile;m;Sibiu;Sibiu, Piaţa Unirii nr. 5, judeţul Sibiu
58;Moldovan;Florin Gheorghe;m;Sibiu;Sibiu, Bd. Victoriei nr. 14, et. 2, ap. 12,
59;Nuţescu;Constantin Ciprian;m;Sibiu;Sibiu, Bd. Victoriei nr. 17, parter, judeţul
60;Prodea;Ioan Adrian;m;Sibiu;Asociat în cadrul BEJA Herlea Romulus Nicolae
61;Sântea;Cosmin;m;Sibiu;Sibiu, Bd. Victoriei nr. 22, et. 2, judeţul
62;Tatu;Felician Liviu;m;Sibiu;Sibiu, Str. Banatului nr. 8, judeţul Sibiu
63;Ababei-Petrea;Irina Nicoleta;f;Bacău;Bacău, str. Vasile Alecsandri, bl. 2, sc. D,
64;Aldea;Diana Elena;f;Bacău;Bacău, Str. Energiei, bl. 8, sc. B, ap. 3,
65;Azoiţei;Neculai;m;Bacău;Bacău, str. Războieni nr. 11, sc. C, parter,
66;Baraneţchi;Leonid;dk;Bacău;Bacău, str. Ioniţă Sandu Sturza nr. 18,
67;Balan;Andreea-Georgeta;f;Bacău;Bacău, str. Oituz nr. 33, judeţul Bacău
68;Chiticeanu;Elena;f;Bacău;Asociat în cadrul SCPEJ Chiticeanu &
69;Chiticeanu;Florin;m;Bacău;Asociat în cadrul SCPEJ Chiticeanu &
70;Ciobanu;Elena;f;Bacău;Asociat în cadrul SCPEJ Ciobanu şi Asociaţii
71;Ciobanu;Ioan;m;Bacău;Asociat în cadrul SCPEJ Ciobanu şi Asociaţii
72;Cîrnu;Eugen;m;Bacău;Bacău, Str. 9 Mai, bl. 28, sc. A, ap. 1,
73;Dăscăliţa;Dumitru;m;Bacău;Bacău, str. Nicu Enea, bl. 40, sc. A, ap. 7,
74;Gherasim;Nicu;m;Bacău;Bacău, str. Milcov nr. 2-4, judeţul Bacău
75;Grigore;Nicolae;m;Bacău;Bacău, str. I.S. Sturza nr. 22, judeţul Bacău
76;Mititelu;Iosif;m;Bacău;Bacău, Str. Energiei, bl. 27-A-2, judeţul
77;Necula;Sorica;f;Bacău;Bacău, str. Oituz nr. 27, judeţul Bacău
78;Niagu;Liviu-Cosmin;m;Bacău;Bacău, str. 9 Mai, bl. 52, sc. C, ap. 3,
79;Ciobanu;Vasile Bogdan;m;Bacău;Asociat în cadrul SCPEJ Prisecariu şi Ciobanu
80;Lavric;Paula;f;Bicaz;suspendat
81;Trandabăţ;Maria;f;Bicaz;suspendat
82;Grigoraş;Ioan Nicolae;m;Buhuşi;suspendat
83;Kovacs;Gabriel;m;Buhuşi;Buhuşi, str. Bucegi nr. 1, judeţul Bacău
84;Apostol;Camelia-Dorina;f;Moineşti;Moineşti, str. V. Alecsandri, bl. E8, ap. 6,
85;Bâra;Jan;dk;Moineşti;Moineşti, Str. Zorilor, bl. OB 2, parter,
86;Bindileu;Eugen;m;Moineşti;Moineşti, str. V. Alecsandri, bl. E8, ap. 6,
87;Bâra;Dragoş;m;Oneşti;Oneşti, Str. Republicii, bl. 23, ap. 12,
88;Popa;Reta;dk;Oneşti;Oneşti, Str. Republicii, bl. 4, ap. 14,
89;Prisecariu;Cezar Sorin;m;Oneşti;Asociat în cadrul SCPEJ Prisecariu şi Ciobanu
90;Tabarcea;A.Alexandru;m;Oneşti;Oneşti, Str. Republicii, bl. 2, sc. B,
91;Voiculescu;Cosmin;m;Oneşti;Oneşti, Str. Republicii nr. 11, sc. C,
92;Bălan;Ioan;m;Piatra-Neamţ;Piatra-Neamţ, Str. Republicii nr. 7, judeţul
93;Chiriac;Nicolaie;m;Piatra-Neamţ;suspendat
94;Cotoi;Cornel;m;Piatra-Neamţ;Piatra-Neamţ, str. M. Eminescu nr. 35,
95;Gârbea;George;m;Piatra-Neamţ;Piatra-Neamţ, str. Alexandru cel Bun nr. 28,
96;Mareş;Ioan;m;Piatra-Neamţ;Piatra-Neamţ, str. A. Vorel nr. 6, bl. B6,
97;Mihăilă;Gigel;dk;Piatra-Neamţ;Piatra-Neamţ, Str. Durăului nr. 11,
98;Mocanu;Pavel;m;Piatra-Neamţ;Piatra-Neamţ, bd. 9 Mai nr. 21, bl. 11,
99;Neneci;Tănase;m;Piatra-Neamţ;Piatra-Neamţ, Bd. Republicii nr. 16, judeţul
100;Rogojan;Vasilică-Silviu;m;Piatra-Neamţ;Piatra-Neamţ, Aleea Plaiului nr. 10, bl. B1,
101;Ursache;Ciprian-Constantin;m;Piatra-Neamţ;Piatra-Neamţ, bd. 9 Mai nr. 19, bl. B10,
102;Vasiliu;Constantin;m;Piatra-Neamţ;Piatra-Neamţ, str. Calistrat Hogaş nr. 16,
103;Păncescu;Daniel Nicolae;m;Podu Turcului;Podu Turcului, str. T. Vladimirescu nr. 6,
104;Grigoraş;Mihaela;f;Roman;suspendat
105;Mereuţă;Ioan;m;Roman;Asociat în cadrul BEJA Mereuţă Ioan şi
106;Moraru;Sebastian;m;Roman;Roman, str. M. Eminescu, bl. 2, ap. 41,
107;Postelnicu;Spiridon;m;Roman;Roman, str. Oituz, bl. 8, ap. 3, judeţul
108;Şoican;Ovidiu Iosif;m;Roman;Roman, str. M Eminescu, bl. 6 B (10), ap. 39,
109;Dron;Gheorghe;m;Târgu-Neamţ;Târgu-Neamţ, str. C. Hogaş, bl. B1, ap. 3,
110;Adi;Ioan-Ştefan;m;Braşov;suspendat
111;Anca;Ramona Loredana;f;Braşov;Braşov, str. Iuliu Maniu nr. 64, sc. A,
112;Balca;Florentina;f;Braşov;Braşov, str. Iuliu Maniu nr. 47, et. III,
113;Buzoianu;Romulus Emanuel;m;Braşov;Braşov, bd. 15 Noiembrie nr. 50 B, sc. A,
114;Corşate;Alexandru Alin;m;Braşov;Braşov, str. Petru Maior nr. 3, ap. 3,
115;Dârstar;Cătălin;m;Braşov;Braşov, Str. Hărmanului nr. 11 A, bl. C1,
116;Dendrino;Nicolae;m;Braşov;Săcele, Str. Braşovului nr. 280, judeţul
117;Dincă;Stelian Emil;m;Braşov;Braşov, bd. 15 Noiembrie nr. 43, sc. A,
118;Drăgan;Daniel-George;m;Braşov;Braşov, Bd. Victoriei nr. 15, bl. 33, sc. A,
119;Dutceac;Ioan;m;Braşov;Braşov, Bd. Griviţei nr. 93, sc. C, ap. 1,
120;Filofie;Laurenţiu;m;Braşov;Braşov, bd. 15 Noiembrie nr. 41, et. 2,
121;Grigore;George-Cristian;m;Braşov;Braşov, str. Iuliu Maniu nr. 66, bl. 66,
122;Isac;Horaţiu;m;Braşov;Braşov, bd. 15 Noiembrie nr. 41, ap. 2,
123;Koncz;Csaba Jr.;m;Braşov;Braşov, str. Iuliu Maniu nr. 47, parter,
124;Koppandi;Ollyver;dk;Braşov;Braşov, bd. 15 Noiembrie nr. 43, sc. A,
125;Limişcă;Silviu-Bogdan;m;Braşov;Braşov, str. Mihail Kogălniceanu nr. 23,
126;Manolache;Marcel Iulian;m;Braşov;Braşov, str. Iuliu Maniu nr. 68, bl. 3,
127;Strugariu;Ana Mihaela;f;Braşov;Braşov, Str. Toamnei nr. 13, bl. 4, sc. D,
128;Tereacă;Cornel Toma;m;Braşov;Braşov, str. Iuliu Maniu nr. 68, bl. 3,
129;Ţermure;Călin Ovidiu;m;Braşov;Asociat în cadrul SCPEJ Ţermure Călin Ovidiu şi Bujor Oana-Mihaela în Braşov, str. 15 Noiembrie nr. 62, sc. D, ap. 38, judeţul Braşov
130;Vulpe;Alexandru George;m;Braşov;Braşov, str. Iuliu Maniu nr. 43, camera 715,
131;Foca;Marilena;f;Făgăraş;suspendat
132;Fraţila;Viorel Alexandru;m;Făgăraş;Asociat în cadrul SCPEJ Frăţilă Viorel
133;Drăgulănescu;Natalia;f;Întorsura Buzăului;suspendat
134;Frăţilă;Roxana;f;Întorsura Buzăului;Asociat în cadrul SCPEJ Frăţilă Viorel
135;Ezer;Bogdan Ştefan;m;Rupea;suspendat
136;Bujdoso;Albert Zsolt;dk;Sfântu Gheorghe;Asociat în cadrul SCPEJ Fodor şi Bujdoso în
137;Fodor;Istvan Zsolt;m;Sfântu Gheorghe;Asociat în cadrul SCPEJ Fodor şi Bujdoso în
138;Katona;Ella;f;Sfântu Gheorghe;Sfântu Gheorghe, str. Ioszef Bem nr. 2,
139;Kolcza;Jeno-Gabor;m;Sfântu Gheorghe;Sfântu Gheorghe, Str. Ciucului nr. 3, judeţul
140;Mathe-Peter;Iosif;m;Sfântu Gheorghe;Sfântu Gheorghe, str. Banki Donath nr. 35,
141;Bălaş;Marius;m;Târgu Secuiesc;Târgu Secuiesc, str. Petofi Sandor nr. 33,
142;Mathe-Peter;Edit;dk;Târgu Secuiesc;Târgu Secuiesc, str. Petofi Sandor nr. 16,
143;Blajiu;Gheorghe;m;Zărneşti;Zărneşti, Str. Postăvarului, bl. 11, sc. A,
144;Foca;Dan;m;Zărneşti;suspendat
145;Al-Mutairi;Rodica Floriana;f;Alexandria;Alexandria, Str. Dunării nr. 218, bl. TR-B4,
146;Guţă;George Alexandru;m;Alexandria;Asociat în cadrul BEJA Ailiesei şi Guţă în
147;Vâlcea;Gabriela Simona;f;Alexandria;Alexandria, Str. Libertăţii nr. 211,
148;Bărbulescu;Constantin;m;Bolintin-Vale;suspendat
149;Mehesz-Geczi;Oana-Viorica;f;Bucureşti;
150;Damian;Cătălina Sofia;f;Bolintin-Vale;suspendat
151;Petre;Dan;m;Bolintin-Vale;suspendat
152;Ailiesei;Daniel;m;Bucureşti;Asociat în cadrul BEJA Ailiesei şi Guţă în
153;Ana;Vasile Bogdan;m;Bucureşti;Asociat în cadrul BEJA Aequitas în Bucureşti,
154;Andrei;Ionel;m;Bucureşti;Bucureşti, bd. I.C. Brătianu nr. 44, sc. B,
155;Badea;Cătălin;m;Bucureşti;Asociat în cadrul BEJA Boambeş Viorel şi
156;Badea;Violeta;f;Bucureşti;Asociat în cadrul BEJA Badea Violeta şi
157;Balaciu;Costel Cristian;m;Bucureşti;Bucureşti, str. Traian nr. 190, ap. 1,
158;Barbu;Cristian;m;Bucureşti;Asociat în cadrul BEJA Barbu şi Dobre în
159;Bati;Dan Cristian;m;Bucureşti;Bucureşti, şos. Ştefan cel Mare nr. 2,
160;Bătăilă;Vlad;m;Bucureşti;Bucureşti, Splaiul Independenţei nr. 193,
161;Boambeş;Viorel;m;Bucureşti;Asociat în cadrul BEJA Boambeş Viorel şi
162;Bocancea;Silviu-Mădălin;m;Bucureşti;Asociat în cadrul BEJA Bocancea Silviu-Mădălin şi Zastavneţchi Dumitru în Bucureşti, bd. Gheorghe Şincai nr. 15, bl. 5A, sc. 2, et. 2, ap. 39, sectorul 4
163;Bran;Cristian;m;Bucureşti;Bucureşti, calea 13 Septembrie nr. 231A,
164;Bucur;Şerban Constantin;m;Bucureşti;Asociat în cadrul BEJA Executoris în
165;Canea;Cătălin;m;Bucureşti;Bucureşti, str. Drumul Taberei nr. 20,
166;Casagranda-Stana;Anton;m;Bucureşti;Bucureşti, Splaiul Unirii nr. 10, bl. B5,
167;Chiriţă;Adela-Paula;f;Bucureşti;Bucureşti, Bd. Libertăţii nr. 1, bl. A1,
168;Chiţescu;Eugen Corneliu;m;Bucureşti;Asociat în cadrul BEJA Chiţescu Eugen-Corneliu şi Marchidanu Iulian-Valentin în Bucureşti, Str. Dogarilor nr. 42, et. 1, ap. 3, sectorul 2
169;Chiţu;Laurenţiu Alexandru;m;Bucureşti;Bucureşti, str. Târgu-Neamţ nr. 2A, bl. B31,
170;Ciocîrlan;Constantin;m;Bucureşti;
171;Cojocaru;Bogdan Mihai;m;Bucureşti;Bucureşti, str. Mihai Eminescu nr. 17, sc. A,
172;Constantin;Cătălin Gabriel;m;Bucureşti;Asociat în cadrul BEJA Constantin, Niculae şi
173;Constantinescu;Mihai;m;Bucureşti;suspendat
174;Copuzeanu;Florin Traian;m;Bucureşti;Bucureşti, Splaiul Unirii nr. 33, bl. M4,
175;Costescu;Lucian;m;Bucureşti;Bucureşti, str. Bibescu Vodă nr. 1, bl. P4,
176;Crafcenco;Gheorghe Marius;m;Bucureşti;Asociat în cadrul BEJA Drăgănescu, Ionescu şi Crafcenco în Bucureşti, bd. C. Brâncoveanu nr. 9, bl. B14, sc. 4, parter, ap. 91, sectorul 4
177;Creangă;Mădălin Iulian;m;Bucureşti;Asociat în cadrul BEJA Creangă, Tudorache şi
178;Cristache;Romeo Valentin;m;Bucureşti;suspendat
179;Culcea;Raluca Mariana;f;Bucureşti;Bucureşti, Bd. Unirii nr. 70, bl. J4, sc. 3,
180;Culea;Marian Orlando;m;Bucureşti;Asociat în cadrul BEJA Acta Non Verba în
181;Dângă;Liliana-Livia;f;Bucureşti;suspendat
182;Dima;Ilie;m;Bucureşti;Bucureşti, Calea Rahovei nr. 291, bl. 81B,
183;Dima;Mihai;m;Bucureşti;Bucureşti, bd. Mircea Vodă nr. 41, bl. M31,
184;Dimache;Valentin Gabriel;m;Bucureşti;Asociat în cadrul BEJA Nanu Valentin-Cristian şi Dimache Valentin-Gabriel în Bucureşti, Bd. Unirii nr. 57, bl. E4, sc. 4, et. 5, ap. 108, sectorul 3
185;Dinu;Ilie;m;Bucureşti;Asociat în cadrul BEJA Dinu Ilie, Lupulescu Cătălin-Gigel, Verdeş Adriana-Mihaela şi Mărgulescu Ramona-Maria în Bucureşti, str. Sf. Vineri nr. 21, bl. 102, sc. 1,
186;Dobranici;Doina Crenguţa;f;Bucureşti;Bucureşti, bd. Corneliu Coposu nr. 7,
187;Dobre;Valentin;m;Bucureşti;Bucureşti, Calea Moşilor nr. 296, bl. 46,
188;Dorcioman;Manuel Andrei;m;Bucureşti;Asociat în cadrul BEJA Cătălin Vişan şi Manuel-Andrei Dorcioman în Bucureşti, bd. I.C. Brătianu nr. 39, bl. P6, sc. 2, ap. 37, sectorul 3
189;Drăgănescu;Mirela Sorina Alexandra;f;Bucureşti;Bucureşti, str. George Enescu nr. 7, parter,
190;Drăghici;Petrişor Valeriu;m;Bucureşti;Bucureşti, str. Vasile Lascăr nr. 57, et. 2,
191;Duică;Claudia Alexandra;f;Bucureşti;Asociat în cadrul SCPEJ Duică Claudiu şi Duică Alexandra Claudia în Bucureşti, Splaiul Independenţei nr. 1, bl. 16, sc. 2, et. 3, ap. 41, sectorul 5
192;Duică;Claudiu;m;Bucureşti;Asociat în cadrul SCPEJ Duică Claudiu şi Duică Alexandra Claudia în Bucureşti, Splaiul Independenţei nr. 1, bl. 16, sc. 2, et. 3, ap. 41, sectorul 5
193;Dumitrache;Bogdan;m;Bucureşti;Asociat în cadrul BEJA Dumitrache şi
194;Dumitrescu;Florentina-Liliana;f;Bucureşti;Bucureşti, Str. Sirenelor nr. 17, et. 1,
195;Dumitrache;Liliana-Antonia Magdalena;f;Bucureşti;Bucureşti, bd. Alexandru Ioan Cuza nr. 28 A,
196;Dumitru;Cristian Florin;m;Bucureşti;Asociat în cadrul SCPEJ Dumitru, Iancu şi
197;Dumitru;Nicolae;m;Bucureşti;Asociat în cadrul BEJA Executoris în
198;Duruian;Ionel;m;Bucureşti;Bucureşti, Calea Moşilor nr. 288, bl. 32,
199;Enache;Anca;f;Bucureşti;suspendat
200;Ene;Magdalena;f;Bucureşti;Bucureşti, str. Maltopol nr. 23, et. 4,
201;Enea;Mihaela Raluca;f;Bucureşti;Bucureşti, Calea Victoriei nr. 100, et. 3,
202;Ezer;Lucian;m;Bucureşti;Asociat în cadrul SCPEJ Ezer Lucian şi
203;Fediuc;Gheorghe Marian;m;Bucureşti;Bucureşti, str. Col. Poenaru Bordea
204;Fenoghen;Vladimir Liviu;m;Bucureşti;suspendat
205;Franz;Radu Călin;m;Bucureşti;Asociat în cadrul SCPEJ Franz Radu Călin şi Ţone Anca Roxana în Bucureşti, str. Traian nr. 2, bl. F1, sc. 2, et. 2, ap. 31, sectorul 3
206;Frîncu;Marius Claudiu;m;Bucureşti;Bucureşti, bd. Gen. Ghe. Magheru nr. 43,
207;Ganea;Ioan Tiberiu;m;Bucureşti;Asociat în cadrul BEJA Tiberiu Ganea şi Mihail Ion în Bucureşti, bd. Regina Maria nr. 1, bl. P5B, sc. 1, et. 5, ap. 14, sectorul 4
208;Georgescu;Paul;m;Bucureşti;Bucureşti, str. Sebastian Mihail nr. 27,
209;Ghelmegeanu;Sorin;m;Bucureşti;suspendat
210;Ghilencea;Marian Viorel;m;Bucureşti;Bucureşti, bd. Decebal nr. 1, bl. H2, sc. 5,
211;Ghinea;Ioan Emanuel;m;Bucureşti;Asociat în cadrul BEJA Olteanu, Haja şi
212;Ghişoiu;Mihai;m;Bucureşti;Asociat în cadrul SCPEJ Mihai Ghişoiu, Mihail Popa, Cosmin Gabriel Văraru Gavrilescu în Bucureşti, calea Călăraşi nr. 176, bl. 59, sc. C, et. 8, ap. 32, sectorul 3
213;Giurgea;Bucur;m;Bucureşti;Bucureşti, Str. Frasinului nr. 11-13,
214;Gonţ;Dorina;f;Bucureşti;suspendat
215;Gonţ;Lucian;m;Bucureşti;Asociat în cadrul BEJA Gonţ Dorina, Gonţ
216;Eftimie;Alina;f;Bucureşti;Bucureşti, Splaiul Unirii nr. 76, bloc River
217;Guli;Constantin;m;Bucureşti;Bucureşti, calea Călăraşi nr. 156, bl. 53bis,
218;Haja;Ioana Mihaela;f;Bucureşti;Asociat în cadrul BEJA Olteanu, Haja şi
219;Huţuleac;Florentina Gabriela;f;Bucureşti;Bucureşti, str. Şepcari nr. 9, bl. 1, sc. 1,
220;Iftime;Cătălin;m;Bucureşti;Bucureşti, str. Şura Mare nr. 1, bl. 1A,
221;Ilie;Panaite;dk;Bucureşti;Bucureşti, bd. Constantin Brâncoveanu nr. 15,
222;Ioachim;Flavius;m;Bucureşti;Bucureşti, Str. Polonă nr. 92, bl. 17A-B,
223;Ion;Constantin Aurelian;m;Bucureşti;Asociat în cadrul BEJA Creangă, Tudorache şi
224;Ion;Gheorghe Mihail;m;Bucureşti;Asociat în cadrul BEJA Tiberiu Ganea şi Mihail Ion în Bucureşti, bd. Regina Maria nr. 1, bl. P5B, sc. 1, et. 5, ap. 14, sectorul 4
225;Ionescu;Marian Daniel;m;Bucureşti;Bucureşti, str. Bucur nr. 18, corp A, sc. 1,
226;Ionescu;Niculae;m;Bucureşti;Asociat în cadrul BEJA Drăgănescu, Ionescu şi Crafcenco în Bucureşti, bd. C. Brâncoveanu nr. 9, bl. B14, sc. 4, parter, ap. 91, sectorul 4
227;Ioniţă;Adrian;m;Bucureşti;suspendat
228;Iordache;Radu;m;Bucureşti;Bucureşti, str. Nerva Traian nr. 16, bl. M35,
229;Ivan;Traian Daniel;m;Bucureşti;Bucureşti, str. Sfânta Vineri nr. 32, bl. A5,
230;Ivanciu;George Adrian;m;Bucureşti;Bucureşti, Splaiul Independenţei nr. 2J,
231;Jalbă;Georgiana Nicoleta;f;Bucureşti;Bucureşti, Calea Victoriei nr. 142, sc. D,
232;Lăpugeanu;Paul Mugurel;m;Bucureşti;Asociat în cadrul BEJA LEX în Bucureşti,
233;Leancă;Constantin;m;Bucureşti;Asociat în cadrul BEJA Leancă şi Măgureanu în
234;Leonescu;Ilie Victor;m;Bucureşti;Bucureşti, str. Poet Panait Cerna nr. 1,
235;Lepădatu;Andrei;m;Bucureşti;Asociat în cadrul BEJA Aequitas în Bucureşti,
236;Lupulescu;Cătălin Gigel;m;Bucureşti;Asociat în cadrul BEJA Dinu Ilie, Lupulescu Cătălin-Gigel, Verdeş Adriana-Mihaela şi Mărgulescu Ramona-Maria în Bucureşti, str. Sf. Vineri nr. 21, bl. 102, sc. 1,
237;Maghiar;Bogdan;m;Bucureşti;Bucureşti, Bd. Unirii nr. 20, bl. 5C, et. 4,
238;Marchidanu;Iulian Valentin;m;Bucureşti;Asociat în cadrul BEJA Chiţescu Eugen-Corneliu şi Marchidanu Iulian-Valentin în Bucureşti, Str. Dogarilor nr. 42, et. 1, ap. 3, sectorul 2
239;Marin;Adrian Cristian;m;Bucureşti;Bucureşti, şos. Panduri nr. 35, bl. P1B,
240;Marin;Viorel Cristinel;m;Bucureşti;Asociat în cadrul BEJA LEX în Bucureşti,
241;Matei;Nicolae Marian;m;Bucureşti;Bucureşti, Str. Dianei nr. 10, sc. 1, et. 1,
242;Mazilu;Cristinel Ionuţ;m;Bucureşti;Asociat în cadrul SCPEJ Mazilu şi Asociaţii
243;Mazilu;Dorin;m;Bucureşti;Asociat în cadrul SCPEJ Mazilu şi Asociaţii
244;Mărgulescu;Ramona Maria;f;Bucureşti;Asociat în cadrul BEJA Dinu Ilie, Lupulescu Cătălin-Gigel, Verdeş Adriana-Mihaela şi Mărgulescu Ramona-Maria în Bucureşti, str. Sf. Vineri nr. 21, bl. 102, sc. 1,
245;Mihai;Cristian;m;Bucureşti;Bucureşti, bd. Dimitrie Cantemir nr. 15,
246;Miloş;Cristian;m;Bucureşti;Bucureşti, Calea Plevnei nr. 141, bl. 2,
247;Miu;Ioana;f;Bucureşti;Asociat în cadrul BEJA Miu în Bucureşti,
248;Miu;Ştefan;m;Bucureşti;Asociat în cadrul BEJA Miu în Bucureşti,
249;Moianu;Adrian;m;Bucureşti;Bucureşti, Splaiul Independenţei nr. 1,
250;Ionescu;Monica;f;Bucureşti;suspendat
251;Nacu;Cristian Andrei;m;Bucureşti;Bucureşti, piaţa Pache Protopopescu nr. 1,
252;Naglici;Mihai Şerban;m;Bucureşti;Bucureşti, Str. Istriei nr. 1, bl. C2, sc. 1,
253;Nanu;Valentin Cristian;m;Bucureşti;Asociat în cadrul BEJA Nanu Valentin-Cristian şi Dimache Valentin-Gabriel în Bucureşti, Bd. Unirii nr. 57, bl. E4, sc. 4, et. 5, ap. 108, sectorul 3
254;Năstasă;Alexandru;m;Bucureşti;suspendat
255;Neagu;Ionel;m;Bucureşti;suspendat
256;Neculae;Mihai;m;Bucureşti;Bucureşti, str. Tache Ionescu nr. 1, ap. 12,
