nr;nume;prenume;camera;localitate;sediu
480;Petcu;Alexandru;Ploieşti;Ploieşti;
481;Roşu;Ortansa-Adriana;Ploieşti;Ploieşti;
482;Goslan;Mihai;Ploieşti;Ploieşti;
483;Muşat;Mihaela Alina;Ploieşti;Ploieşti;
484;Huideş;Elena;Ploieşti;Câmpina;
485;Frîncu;Mihai;Ploieşti;Câmpina;
486;Rosu;Cristian-Cornel;Ploieşti;Câmpina;
487;Neacşu;Constantin;Ploieşti;Vălenii de;
488;Negulescu;Emilian Mihail;Ploieşti;Munte;
489;Mihai;Ducu;Ploieşti;Târgovişte;
490;Mihai;Alexandru-Daniel;Ploieşti;Târgovişte;
491;Deaconescu;Adrian;Ploieşti;Târgovişte;
492;Stănescu;Mihai;Ploieşti;Târgovişte;
493;Zavera;Carmen;Ploieşti;Târgovişte;
494;Bulin;Cornel-Vasile;Ploieşti;Târgovişte;
495;Scurtu;Alexe;Ploieşti;Târgovişte;
496;Bivolaru;Margareta;Ploieşti;Găeşti;
497;Nicolescu;Dan-Răzvan;Ploieşti;Găeşti;
498;Gruianu;Viorel;Ploieşti;Pucioasa;
499;Ștefan;Cătălin-Cristian;Ploieşti;Pucioasa;
500;Pavel;Bebi;Ploieşti;Sinaia;
501;Marin;Florea;Ploieşti;Răcari;
502;Marin;George-Robert;Ploieşti;Răcari;
503;Ailincăi;Alexandru;Ploieşti;Buzău;
504;Cucu;Lucian-Ciprian;Ploieşti;Buzău;
505;Popescu;Adrian Gabriel;Ploieşti;Buzău;
506;Porojnicu;Adrian;Ploieşti;Buzău;
507;Şeicaru;Dănuţ;Ploieşti;Buzău;
508;Clinciu;Gheorghe;Ploieşti;Râmnicu Sărat;
509;Dumitru;Florina-Loredana;Ploieşti;Moreni;
510;Betelie;Mihai;Ploieşti;Moreni;
511;Galea;Viorel-Cristian;Ploieşti;Mizil;
512;Maghiar;Ana-Maria;Ploieşti;Mizil;
513;Mihai;Cristian-Sebastian;Ploieşti;Pogoanele;
514;Ichim;Mihai;Ploieşti;Pătârlagele;
515;Stângă;Nicolae-Cătălin;Ploieşti;Pătârlagele;
516;Cârciumaru;Gheorghe;Timişoara;Arad;
517;Cherşa;Pantelemon;Timişoara;Arad;
518;Godea;Alexandru;Timişoara;Arad;
519;Horvat;Viorel;Timişoara;Arad;
520;Păsculescu;Horia;Timişoara;Arad;
521;Bociort;Crina-Dorina;Timişoara;Arad;
522;Boşneac;Lavinia Maria;Timişoara;Arad;
523;Gavrilescu;Magnolia-Maria;Timişoara;Ineu;
524;Găluţi;Alexandru;Timişoara;Ineu;
525;Grimacovschi;Iustin;Timişoara;Reşiţa;
526;Modâlcă;Gheorghe;Timişoara;Reşiţa;
527;Nebunu;Nicolae;Timişoara;Reşiţa;
528;Dragomir;Daniel;Timişoara;Timişoara;
529;Jurchescu;Cristian-Mihai;Timişoara;Timişoara;
530;Munteanu;Doru;Timişoara;Timişoara;
531;Opriţescu;Bujor;Timişoara;Timişoara;
532;Todoran;Sorin-Marius;Timişoara;Timişoara;
533;Marghescu;Anca-Lucia;Timişoara;Timişoara;
534;Matei;Sorin-Romeo;Timişoara;Timişoara;
535;Matei;Alina-Ioana;Timişoara;Timişoara;
536;Crăciun;Cristian;Timişoara;Timişoara;
537;Capotescu;Ioan;Timişoara;Timişoara;
538;Huţiu;Vasile-Constantin;Timişoara;Făget;
539;Claici;Marius;Timişoara;Făget;
540;Blajovan;Nucu-Tiberius;Timişoara;Lugoj;
541;Mereu;Cristian-Petru;Timişoara;Lugoj;
542;Damian-Kleinsz;Nicolae-Vasile;Timişoara;Lugoj;
543;Sima;Ion;Timişoara;Caransebeş;
544;Pinteală;Andrada-Georgiana;Timişoara;Caransebeş;
545;Ţimonea;Mihai;Timişoara;Caransebeş;
546;Ţerei;Simona-Elisabeta;Timişoara;Sânnicolau;
547;Stepanov;Voislav;Timişoara;Sânnicolau;
548;Iliescu;Alexandru;Timişoara;Sânnicolau;
549;Buduşan;Mirabela;Timişoara;Chişineu-Criş;
550;Gagea;Hadrian-Dacian;Timişoara;Chişineu-Criş;
551;Bogdan;Alin-Alexandru;Timişoara;Deta;
552;Avrămuţi;Aurelia-Simona;Timişoara;Gurahonţ;
553;Berlo;Ildiko;Timişoara;Gurahonţ;
554;Paşca;Narcis-Gabriel;Timişoara;Oraviţa;
555;Chiru;Marius;Timişoara;Bozovici;
556;Brad;Gheorghe;Timişoara;Moldova Nouă;
