nr;nume;prenume;camera;localitate;sediu
280;Viţelaru;Dumitru;Galaţi;Galaţi;str. Regiment 11 Şiret nr. 45, bl.I.2, ap. 27
281;Micu;Constantin;Galaţi;Galaţi;str. Brăilei nr. 157, bl. A7, ap. 16
282;Munteanu;Laura;Galaţi;Galaţi;str. Brăilei nr. 157, bl. A7, ap. 67
283;Coţac;Dănuţ-Carmen;Galaţi;Galaţi;str. Brăilei nr. 155, bl. A8, et. 2, ap. 62
284;Postelnicu;Ştefan;Galaţi;Galaţi;Str. Brăilei nr. 157, bl. A 7, ap. 42
285;Câpraru;Apostu;Galaţi;Tecuci;str. C. Racoviţă nr. 2 bl. R, sc. 4, ap. 64
286;Ţigănuş;Viorel-Mirel;Galaţi;Tecuci;str. V. Alecsandri nr. 2, bl. R, ap.43, parter
287;Ionescu;Claudia Cristina;Galaţi;Panciu;str. N. Titulescu F.N.
288;Pintilie;Lucian Gabriel;Galaţi;Brăila;B-dul A.I.Cuza nr.5, bl. Duplex, pa.12, parter
289;Drăgulin;Eugen;Galaţi;Brăila;str. Frumoasa nr. 7
290;Postelnicu;Gabriela;Galaţi;Brăila;Bd. A.I. Cuza nr. 5, bl. Duplex, ap.12, parter
291;Turcu;George;Galaţi;Brăila;Bd. A.I.Cuza nr. 3
292;Mutuligă;Monica;Galaţi;Brăila;
293;Motoc;Petrică;Galaţi;Însurăţei;str. Ecaterina Teodoroiu nr. 24
294;Coman;Gelu;Galaţi;Focşani;str. Cuza Vodă nr. 3
295;Bârsan;Mititelu Firel;Galaţi;Focşani;str. Bucegi nr. 2, bl. 7, ap. 16
296;Bârsan;Vicuţa Maria;Galaţi;Focşani;str. Bucegi nr. 2, bl. 7, ap. 16
297;Teodorescu;Ioan Cristian;Galaţi;Focşani;str. Cezar Bolliac nr. 6 bl. 6, ap. 3
298;Bercariu;Corneliu;Galaţi;Focşani;str. Bucegi nr. 2, bl. 7, ap. 18
299;Zacornea;Constantin;Iaşi;Iaşi;"Casa cu Absidă ""Laurentiu Ulici"",str. Gr. Ureche"
300;Airinei;Constantin;Iaşi;Iaşi;str. Armeana, nr. 12
301;Andrei;Cezar;Iaşi;Iaşi;"Casa cu Absidă ""Laurentiu Ulici"",str. Gr. Ureche"
302;Bîrcă;Gabriel;Iaşi;Iaşi;str. Anastasie Panu nr. 23, bl. Muntenia, mezanin
303;Anchidin;Cornelia;Iaşi;Iaşi;str. Arcu, nr. 24
304;Stan;Iulian Marius;Iaşi;Bârlad;Bârlad, str. Republicii nr.217, bl UMPS, et.2
305;Boboc;Mihai;Iaşi;Vaslui;str. Ştefan cel Mare, bl. 95, sc. A, ap. 25
306;Angheluţă;Lucian;Iaşi;Răducăneni;Vaslui, str. Ştefan cel Mare, bl. 34,sc. A, ap. 4
307;Corbu;Vasile;Iaşi;Paşcani;str. Eugen Stamate bl. D2A
308;Popovici;Florin;Iaşi;Paşcani;str. Eugen Stamate nr. 6, bl. 11, parter
309;Guţu;Adrian;Iaşi;Huşi;str. Eroilor bl. 17, sc. A, parter, ap. 3
310;Pop;Ioan;Târgu Mureș;Tg. Mureş;str. Bolyai nr. 28
311;Olariu;Titu-Traian;Târgu Mureș;Tg. Mureş;str. Borsos Tamas nr. 14/A
312;Giunca;Maria Cristina;Târgu Mureș;Tg. Mureş;str. Retezatului nr. 13
313;Puia;Romulus;Târgu Mureș;Tg. Mureş;str. Busuiocului, nr.4, sc.C, ap.42, parter
314;Szekely;Szabolcs;Târgu Mureș;Tg. Mureş;str. Bolyai nr. 17/A
315;Hurubă;Eugen;Târgu Mureș;Tg. Mureş;str. Bolyai nr. 28
316;Olaru;Titu Traian;Târgu Mureș;Tg. Mureş;str. Borsos Tamas nr. 14A
317;Kenosy;Adrian Zoltan;Târgu Mureș;Sighişoara;str. Hermen Oberth nr. 37
318;Corcescu;Horaţiu;Târgu Mureș;Târnăveni;str. Gh. Mănoiu nr. 3
319;Roga;Sorin;Târgu Mureș;Reghin;str. Sării nr. 2
320;Olteanu;Radu;Târgu Mureș;Reghin;str. Petru Maior, nr. 42
321;Sarig;Attila;Târgu Mureș;Miercurea Ciuc;str. N. Bălcescu nr. 2/12
322;Szilagyi;Erzsebet;Târgu Mureș;Miercurea Ciuc;str. N. Bălcescu nr. 2/12
323;Cotfas;Marin Cornel;Târgu Mureș;Topliţa;str. Miron Cristea, bl.D, sc.1, ap.1
324;Baroti;Pal;Târgu Mureș;Gheorgheni;str. K. Lajos nr. 18,
325;Biro;Mihaiu;Târgu Mureș;Secuisc;str. Tamasi Aron nr. 12/7
326;Şooş;Ştefan;Târgu Mureş;Tg. Mureş;str. Bolyai nr. 28
327;Rădulescu;Remus;Ploieşti;Ploieşti;str. Toma Caragiu nr. 7, et. 2, ap. 6
328;Matei;Sebastian;Ploieşti;Ploieşti;P-ţa Victoriei nr.9, bl. CC Sud, sc. B,et. 1, ap. 19
329;Trifina;Elena;Ploieşti;Ploieşti;P-ţa Victoriei nr.4, bl. CC VEST, sc.D, ap.83
330;Tănase;Laura;Ploieşti;Ploieşti;P-ţa Victoriei nr.4, bl. CC VEST, sc.D, ap.83
331;Divoiu;Maria;Ploieşti;Ploieşti;P-ţa Victoriei nr.5,bl. B Est, sc. G, et.3,ap. 101
332;Petcu;Alexandru;Ploieşti;Ploieşti;str. Luminii nr. 2, bl. 30 D, sc. A, ap. 2
333;Huideş;Elena;Ploieşti;Câmpina;Str. Doftanei nr. 18, jud. Prahova
334;Frîncu;Mihai;Ploieşti;Câmpina;str. 1 Decembrie nr. 19, bl. K 59, ap. 4
335;Roşu;Cristian Cornel;Ploieşti;Câmpina;str. 1 Decembrie 1918 nr. 15, bl. R 59, sc. A, et. 1, ap. 8
336;Negulescu;Emilian Mihail;Ploieşti;Vălenii de Munte;str. Aleea Alunilor nr. 1, jud. Prahova
337;Roşu;Ortansa-Adriana;Ploieşti;Vălenii de Munte;str. I.L. Caragiale nr. 3A, Munte          et. 1, judeţul Prahova
338;Mihai;Ducu;Ploieşti;Târgovişte;Calea Bucureşti bl. O 1, sc. D, et. 1, ap. 2
339;Deaconescu;Adrian;Ploieşti;Târgovişte;str. Radu Geoglovan bl. 51, ap.  2
340;Stănescu;Mihai;Ploieşti;Târgovişte;str. Avram Iancu, bl. 37A, ap.  2
341;Bivolaru;Margareta;Ploieşti;Găesti;str. 13 Decembrie, bl. 49, sc. B, parter, judeţul Dâmboviţa
342;Gruianu;Viorel;Ploieşti;Pucioasa;str. Libertăţii nr. 1
343;Ştefan;Cătălin Cristian;Ploieşti;Pucioasa;
344;Pavel;Bebi;Ploieşti;Sinaia;str. Republicii nr. 26
345;Marin;Florea;Ploieşti;Răcari;str. Ana Ipătescu nr. 88
346;Scurtu;Alexe;Ploieşti;Răcări;
347;Porojnicu;Adrian;Ploieşti;Buzău;str. Obor nr. 53, bl. 11, sc.B, ap. 2, parter
348;Popescu;Adrian;Ploieşti;Buzău;str. Ostrovului nr. 14
349;Rusen;Valeriu;Ploieşti;Buzău;str. Unirii nr. 201, bl. 1, sc. B, parter
350;Cucu;Lucian Ciprian;Ploieşti;Buzău;Str. Unirii nr. 201, bl. 1, sc. B, parter
351;Ailincăi;Alexandru;Ploieşti;Rm. Sărat;str. Principele Ferdinand nr. 25
352;Clinciu;Gheorghe;Ploieşti;Rm. Sărat;str. Principele Ferdinand nr. 55
353;Nicolau;Iulian Nicolae;Ploieşti;Pogoanele;str. Libertăţii bl. 6, ap. 4
354;Galea;Cristian Viorel;Ploieşti;Mizil;str. I.L. Caragiale nr.5, sc.A, parter, ap. 4
355;Dumitru;Florina Loredana;Ploieşti;Moreni;str. 22 Decembrie nr. 57, bl. 160B, ap. 27
356;Popescu;Virgil Paul;Timişoara;Arad;str. Blajului nr. 2
357;Păsculescu;Horia;Timişoara;Arad;Bd. Gen. V.Milea nr. 41, ap. 2
358;Cârciumaru;Gheorghe;Timişoara;Arad;str. Avram Iancu nr. 5/6, et. 1, ap. 10
359;Viţan;Ştefan;Timişoara;Arad;Bd. Gen. V. Milea nr. 41, ap. 2
360;Horvat;Viorel;Timişoara;Arad;Str. Blajului nr. 2, et. 1, ap. 9
361;Găluţi;Alexandru;Timişoara;Ineu;str. Republicii nr. 26
362;Gavrilescu;Magnolia Maria;Timişoara;Ineu;
363;Bosneac;Lavinia Maria;Timişoara;Lipova;Str. Teiului nr. 18
364;Nebunu;Nicolae;Timişoara;Reşiţa;str. Corbului, bl. 7, sc. 2, ap. 3
365;Modâlcă;Gheorghe;Timişoara;Reşiţa;str. Petru Maior nr.2, bl.800, et.1, cam.122
366;Ciobanu;Gheorghe;Timişoara;Reşiţa;str. Libertăţii nr. 46A, et. 1
367;Ţimonea;Mihai;Timişoara;Caransebeş;Str. Cloşca nr. 3
368;Dragomir;Daniel;Timişoara;Timişoara;str. Palanca nr. 1,  ap. 3
369;Jurchescu;Cristian;Timişoara;Timişoara;Str. Ionel I.C. Brătianu nr. 1, ap. 4
370;Munteanu;Doru;Timişoara;Timişoara;str. Griselini nr. 1, ap. 5
371;Opriţescu;Bujor;Timişoara;Timişoara;str. Ţarcului nr. 1, ap. 5
372;Todoran;Sorin Marius;Timişoara;Timişoara;P-ţa Ţepeş Vodă nr. 1, et. 1, cam. 3
373;Milici;Gheorghe;Timişoara;Timişoara;str Dr. Russel nr. 2
374;Marghescu;Anca Lucia;Timişoara;Timişoara;P-ţa Ţepeş Vodă nr. 1, et. 1, cam. 5
375;Matei;Sorin Romeo;Timişoara;Timişoara;P-ţa Ţepeş Vodă nr. 1, ap.  7
376;Matei;Alina Ioana;Timişoara;Timişoara;P-ţa Ţepeş Vodă nr. 1, ap.  7
377;Huţîu;Vasile Constantin;Timişoara;Făget;str. 1 Decembrie 1918 nr. 15
378;Blajovan;Nucu Tiberius;Timişoara;Lugoj;str. Ion Huniade nr.5, bl. 5, ap. 3
379;Furdean;Mugurel;Timişoara;Lugoj;str. 20 Decembrie 1989 nr. 18
380;Mereu;Cristian Petru;Timişoara;Lugoj;
381;Sima-Pinteală;Ion;Timişoara;Caransebeş;str. N. Bălcescu nr. 3, et. 1
382;Capotescu;Ioan;Timişoara;Sânicolau Mare;str. P-ţa 30 Decembrie nr. 9
383;Ţerei;Simona Elisabeta;Timişoara;Sânicolau Mare;str. 16 Decembrie 1989 nr. 7,  judeţul Timiş
384;Crăciun;Cristian;Timişoara;Deta;str. Victorie nr. 58
385;Chersa;Pantelimon;Timişoara;Oravita;
386;Buduşan;Mirabela;Timişoara;Chişinău Criş;P-ţa Avram Iancu, nr. 1, judeţul  Arad
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;sector 1
